Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2015,MD,Energy-Only Providers,603475.00,1717106.00,218187.00,36404.00,NA,2575172.00
2015,ME,Energy-Only Providers,100608.00,182786.00,200646.00,0.00,NA,484040.00
2015,MI,Energy-Only Providers,31.00,225336.00,259211.00,0.00,NA,484578.00
2015,MT,Energy-Only Providers,0.00,4874.00,84652.00,0.00,NA,89526.00
2015,NH,Energy-Only Providers,88871.00,219089.00,132850.00,0.00,NA,440810.00
2015,NJ,Energy-Only Providers,478621.00,2200994.00,443101.00,22534.00,NA,3145250.00
2015,NV,Energy-Only Providers,0.00,65808.00,40929.00,0.00,NA,106737.00
2015,NY,Energy-Only Providers,1065983.00,4033569.00,686471.00,185433.00,NA,5971457.00
2015,OH,Energy-Only Providers,1548763.00,2107973.00,2031631.00,1810.00,NA,5690177.00
2015,OR,Energy-Only Providers,0.00,28071.00,47756.00,0.00,NA,75827.00
2015,PA,Energy-Only Providers,1728230.00,2328546.00,2780781.00,49449.00,NA,6887006.00
2015,RI,Energy-Only Providers,31518.00,193030.00,47912.00,2737.00,NA,275198.00
2015,VA,Energy-Only Providers,0.00,10741.00,4929.00,0.00,NA,15670.00
2015,WA,Energy-Only Providers,0.00,2262.00,64842.00,0.00,NA,67104.00
2015,US,Energy-Only Providers,8428069.00,19657147.00,10298305.00,407306.00,NA,38790826.00
2015,CA,Delivery-Only Service,179418.00,1069008.00,451799.00,4192.00,NA,1704416.00
2015,CT,Delivery-Only Service,462277.00,660996.00,133542.00,7602.00,NA,1264418.00
2015,DC,Delivery-Only Service,24289.00,291842.00,3254.00,10255.00,NA,329641.00
2015,DE,Delivery-Only Service,16714.00,48224.00,12085.00,0.00,NA,77022.00
2015,IL,Delivery-Only Service,1253084.00,892500.00,451120.00,7616.00,NA,2604320.00
2015,MA,Delivery-Only Service,378582.00,1112184.00,228897.00,2936.00,NA,1722599.00
2015,MD,Delivery-Only Service,287654.00,724945.00,66029.00,8304.00,NA,1086932.00
2015,ME,Delivery-Only Service,74553.00,103121.00,64613.00,0.00,NA,242288.00
2015,MI,Delivery-Only Service,32.00,62947.00,35492.00,0.00,NA,98471.00
2015,MT,Delivery-Only Service,0.00,3239.00,12782.00,0.00,NA,16022.00
2015,NH,Delivery-Only Service,51844.00,115082.00,50969.00,0.00,NA,217895.00
2015,NJ,Delivery-Only Service,182473.00,1074359.00,214361.00,7621.00,NA,1478813.00
2015,NV,Delivery-Only Service,0.00,2769.00,1739.00,0.00,NA,4508.00
2015,NY,Delivery-Only Service,1004895.00,3487779.00,266872.00,130588.00,NA,4890134.00
2015,OH,Delivery-Only Service,1324374.00,1414619.00,624490.00,845.00,NA,3364328.00
2015,OR,Delivery-Only Service,0.00,17885.00,18160.00,0.00,NA,36044.00
2015,PA,Delivery-Only Service,1077187.00,691028.00,405018.00,11242.00,NA,2184476.00
2015,RI,Delivery-Only Service,21183.00,125572.00,29574.00,2057.00,NA,178386.00
2015,VA,Delivery-Only Service,0.00,1151.00,354.00,0.00,NA,1505.00
2015,WA,Delivery-Only Service,0.00,546.00,9522.00,0.00,NA,10068.00
2015,US,Delivery-Only Service,6338559.00,11899797.00,3080672.00,193258.00,NA,21512284.00
2014,AK,Total Electric Industry,391068.00,472078.00,212988.00,0.00,NA,1076133.00
2014,AL,Total Electric Industry,3781917.00,2473586.00,2130887.00,0.00,NA,8386390.00
2014,AR,Total Electric Industry,1753284.00,964795.00,1002428.00,49.00,NA,3720556.00
2014,AZ,Total Electric Industry,3848998.00,2967741.00,947683.00,0.00,NA,7764422.00
2014,CA,Total Electric Industry,14517393.00,18663231.00,6525678.00,74025.00,NA,39780326.00
2014,CO,Total Electric Industry,2203838.00,2029053.00,1129370.00,6910.00,NA,5369170.00
2014,CT,Total Electric Industry,2523349.00,2004629.00,453957.00,22043.00,NA,5003978.00
2014,DC,Total Electric Industry,263973.00,1042419.00,20367.00,29119.00,NA,1355878.00
2014,DE,Total Electric Industry,617400.00,440657.00,214197.00,0.00,NA,1272255.00
2014,FL,Total Electric Industry,13854538.00,9169986.00,1306052.00,8760.00,NA,24339336.00
2014,GA,Total Electric Industry,6659464.00,4827025.00,2115659.00,11527.00,NA,13613674.00
2014,HI,Total Electric Industry,957073.00,1095476.00,1114946.00,0.00,NA,3167495.00
2014,IA,Total Electric Industry,1610036.00,1070319.00,1166905.00,0.00,NA,3847259.00
2014,ID,Total Electric Industry,791099.00,476481.00,573888.00,0.00,NA,1841468.00
2014,IL,Total Electric Industry,5481125.00,4687910.00,3037246.00,39853.00,NA,13246133.00
2014,IN,Total Electric Industry,3861636.00,2403018.00,3419485.00,2091.00,NA,9686229.00
2014,KS,Total Electric Industry,1665583.00,1558211.00,896511.00,0.00,NA,4120305.00
2014,KY,Total Electric Industry,2785001.00,1807976.00,1832517.00,0.00,NA,6425494.00
2014,LA,Total Electric Industry,3005472.00,2229210.00,2099881.00,1068.00,NA,7335630.00
2014,MA,Total Electric Industry,3490569.00,3827051.00,1014262.00,31636.00,NA,8363519.00
2014,MD,Total Electric Industry,3746115.00,3324584.00,347692.00,46246.00,NA,7464636.00
2014,ME,Total Electric Industry,711813.00,506147.00,300412.00,0.00,NA,1518372.00
2014,MI,Total Electric Industry,4846496.00,4060031.00,2491113.00,400.00,NA,11398040.00
2014,MN,Total Electric Industry,2737895.00,2249026.00,1551691.00,2321.00,NA,6540932.00
2014,MO,Total Electric Industry,3807788.00,2728701.00,1106218.00,1700.00,NA,7644407.00
2014,MS,Total Electric Industry,2141264.00,1525368.00,1077019.00,0.00,NA,4743652.00
2014,MT,Total Electric Industry,505962.00,472750.00,232314.00,0.00,NA,1211025.00
2014,NC,Total Electric Industry,6511383.00,4157748.00,1751829.00,680.00,NA,12421640.00
2014,ND,Total Electric Industry,490071.00,474723.00,569870.00,0.00,NA,1534664.00
2014,NE,Total Electric Industry,1043023.00,831284.00,797052.00,0.00,NA,2671358.00
2014,NH,Total Electric Industry,790656.00,640173.00,234900.00,0.00,NA,1665729.00
2014,NJ,Total Electric Industry,4400228.00,5015629.00,855757.00,31575.00,NA,10303188.00
2014,NM,Total Electric Industry,812034.00,921898.00,497592.00,0.00,NA,2231524.00
2014,NV,Total Electric Industry,1541121.00,892029.00,977320.00,768.00,NA,3411238.00
2014,NY,Total Electric Industry,10031316.00,12340776.00,1184255.00,394180.00,NA,23950528.00
2014,OH,Total Electric Industry,6598181.00,4618293.00,3440917.00,3646.00,NA,14661037.00
2014,OK,Total Electric Industry,2343199.00,1654314.00,1038884.00,0.00,NA,5036397.00
2014,OR,Total Electric Industry,1948732.00,1403691.00,755416.00,2160.00,NA,4109998.00
2014,PA,Total Electric Industry,7217831.00,4215606.00,3580987.00,63255.00,NA,15077678.00
2014,RI,Total Electric Industry,527116.00,532579.00,114111.00,4158.00,NA,1177963.00
2014,SC,Total Electric Industry,3824288.00,2225574.00,1839963.00,0.00,NA,7889824.00
2014,SD,Total Electric Industry,505345.00,406420.00,206414.00,0.00,NA,1118180.00
2014,TN,Total Electric Industry,4392023.00,3476761.00,1548714.00,100.00,NA,9417597.00
2014,TX,Total Electric Industry,16715817.00,11379847.00,6727425.00,8909.00,NA,34831998.00
2014,UT,Total Electric Industry,954231.00,943134.00,606015.00,6274.00,NA,2509653.00
2014,VA,Total Electric Industry,5155281.00,3892715.00,1219659.00,16642.00,NA,10284297.00
2014,VT,Total Electric Industry,370673.00,295698.00,145111.00,0.00,NA,811481.00
2014,WA,Total Electric Industry,3040586.00,2313564.00,1211294.00,401.00,NA,6565845.00
2014,WI,Total Electric Industry,2996152.00,2558476.00,1790586.00,0.00,NA,7345214.00
2014,WV,Total Electric Industry,1119698.00,629468.00,753085.00,0.00,NA,2502251.00
2014,WY,Total Electric Industry,288879.00,355296.00,686237.00,0.00,NA,1330413.00
2014,US,Total Electric Industry,176178008.00,145253154.00,70854754.00,810494.00,NA,393096410.00
2014,AK,Full-Service Providers,391068.00,472078.00,212988.00,0.00,NA,1076133.00
2014,AL,Full-Service Providers,3781917.00,2473586.00,2130887.00,0.00,NA,8386390.00
2014,AR,Full-Service Providers,1753284.00,964795.00,1002428.00,49.00,NA,3720556.00
2014,AZ,Full-Service Providers,3848998.00,2967741.00,947683.00,0.00,NA,7764422.00
2014,CA,Full-Service Providers,14399283.00,16681534.00,5440378.00,50280.00,NA,36571475.00
2014,CO,Full-Service Providers,2203838.00,2029053.00,1129370.00,6910.00,NA,5369170.00
2014,CT,Full-Service Providers,1463082.00,567409.00,127144.00,9285.00,NA,2166921.00
2014,DC,Full-Service Providers,216578.00,157003.00,0.00,0.00,NA,373581.00
2014,DE,Full-Service Providers,566762.00,189919.00,87303.00,0.00,NA,843985.00
2014,FL,Full-Service Providers,13854538.00,9169986.00,1306052.00,8760.00,NA,24339336.00
2014,GA,Full-Service Providers,6659464.00,4827025.00,2115659.00,11527.00,NA,13613674.00
2014,HI,Full-Service Providers,957073.00,1095476.00,1114946.00,0.00,NA,3167495.00
2014,IA,Full-Service Providers,1610036.00,1070319.00,1166905.00,0.00,NA,3847259.00
2014,ID,Full-Service Providers,791099.00,476481.00,573888.00,0.00,NA,1841468.00
2014,IL,Full-Service Providers,2451770.00,1567066.00,486071.00,0.00,NA,4504907.00
2014,IN,Full-Service Providers,3861636.00,2403018.00,3419485.00,2091.00,NA,9686229.00
2014,KS,Full-Service Providers,1665583.00,1558211.00,896511.00,0.00,NA,4120305.00
2014,KY,Full-Service Providers,2785001.00,1807976.00,1832517.00,0.00,NA,6425494.00
2014,LA,Full-Service Providers,3005472.00,2229210.00,2099881.00,1068.00,NA,7335630.00
2014,MA,Full-Service Providers,2885568.00,1423783.00,443960.00,56.00,NA,4753366.00
2014,MD,Full-Service Providers,2782977.00,950332.00,62854.00,0.00,NA,3796162.00
2014,ME,Full-Service Providers,11901.00,5781.00,3428.00,0.00,NA,21110.00
2014,MI,Full-Service Providers,4846415.00,3749733.00,2041362.00,400.00,NA,10637911.00
2014,MN,Full-Service Providers,2737895.00,2249026.00,1551691.00,2321.00,NA,6540932.00
2014,MO,Full-Service Providers,3807788.00,2728701.00,1106218.00,1700.00,NA,7644407.00
2014,MS,Full-Service Providers,2141264.00,1525368.00,1077019.00,0.00,NA,4743652.00
2014,MT,Full-Service Providers,505961.00,464588.00,125495.00,0.00,NA,1096043.00
2014,NC,Full-Service Providers,6511383.00,4157748.00,1751829.00,680.00,NA,12421640.00
2014,ND,Full-Service Providers,490071.00,474723.00,569870.00,0.00,NA,1534664.00
2014,NE,Full-Service Providers,1043023.00,831284.00,797052.00,0.00,NA,2671358.00
2014,NH,Full-Service Providers,655272.00,328011.00,70548.00,0.00,NA,1053831.00
2014,NJ,Full-Service Providers,3584435.00,1557351.00,141131.00,0.00,NA,5282917.00
2014,NM,Full-Service Providers,812034.00,921898.00,497592.00,0.00,NA,2231524.00
2014,NV,Full-Service Providers,1541121.00,819604.00,929333.00,768.00,NA,3290826.00
2014,NY,Full-Service Providers,7807078.00,4783744.00,241417.00,56649.00,NA,12888888.00
2014,OH,Full-Service Providers,3768287.00,1271409.00,978188.00,463.00,NA,6018347.00
2014,OK,Full-Service Providers,2343199.00,1654314.00,1038884.00,0.00,NA,5036397.00
2014,OR,Full-Service Providers,1948732.00,1350714.00,681999.00,2160.00,NA,3983604.00
2014,PA,Full-Service Providers,4289816.00,1153242.00,258402.00,0.00,NA,5701460.00
2014,RI,Full-Service Providers,493737.00,296662.00,40819.00,0.00,NA,831218.00
2014,SC,Full-Service Providers,3824288.00,2225574.00,1839963.00,0.00,NA,7889824.00
2014,SD,Full-Service Providers,505345.00,406420.00,206414.00,0.00,NA,1118180.00
2014,TN,Full-Service Providers,4392023.00,3476761.00,1548714.00,100.00,NA,9417597.00
2014,TX,Full-Service Providers,16715817.00,11379847.00,6727425.00,8909.00,NA,34831998.00
2014,UT,Full-Service Providers,954231.00,943134.00,606015.00,6274.00,NA,2509653.00
2014,VA,Full-Service Providers,5155281.00,3889781.00,1219030.00,16642.00,NA,10280733.00
2014,VT,Full-Service Providers,370673.00,295698.00,145111.00,0.00,NA,811481.00
2014,WA,Full-Service Providers,3040586.00,2313564.00,1118420.00,401.00,NA,6472971.00
2014,WI,Full-Service Providers,2996152.00,2558476.00,1790586.00,0.00,NA,7345214.00
2014,WV,Full-Service Providers,1119698.00,629468.00,753085.00,0.00,NA,2502251.00
2014,WY,Full-Service Providers,288879.00,355296.00,686237.00,0.00,NA,1330413.00
2014,US,Full-Service Providers,160637408.00,113879920.00,57140182.00,187492.00,NA,331845003.00
2014,CA,Restructured Retail Service Providers,118110.00,1981697.00,1085300.00,23744.00,NA,3208851.00
2014,CT,Restructured Retail Service Providers,1060267.00,1437220.00,326813.00,12758.00,NA,2837057.00
2014,DC,Restructured Retail Service Providers,47395.00,885416.00,20367.00,29119.00,NA,982297.00
2014,DE,Restructured Retail Service Providers,50638.00,250738.00,126894.00,0.00,NA,428270.00
2014,IL,Restructured Retail Service Providers,3029355.00,3120844.00,2551175.00,39853.00,NA,8741227.00
2014,MA,Restructured Retail Service Providers,605002.00,2403268.00,570303.00,31581.00,NA,3610153.00
2014,MD,Restructured Retail Service Providers,963138.00,2374252.00,284839.00,46246.00,NA,3668475.00
2014,ME,Restructured Retail Service Providers,699912.00,500366.00,296984.00,0.00,NA,1497262.00
2014,MI,Restructured Retail Service Providers,81.00,310298.00,449751.00,0.00,NA,760129.00
2014,MT,Restructured Retail Service Providers,1.00,8162.00,106819.00,0.00,NA,114982.00
2014,NH,Restructured Retail Service Providers,135384.00,312162.00,164351.00,0.00,NA,611897.00
2014,NJ,Restructured Retail Service Providers,815793.00,3458278.00,714626.00,31575.00,NA,5020271.00
2014,NV,Restructured Retail Service Providers,0.00,72425.00,47987.00,0.00,NA,120412.00
2014,NY,Restructured Retail Service Providers,2224238.00,7557032.00,942838.00,337532.00,NA,11061640.00
2014,OH,Restructured Retail Service Providers,2829895.00,3346884.00,2462730.00,3183.00,NA,8642691.00
2014,OR,Restructured Retail Service Providers,0.00,52977.00,73417.00,0.00,NA,126393.00
2014,PA,Restructured Retail Service Providers,2928015.00,3062364.00,3322585.00,63255.00,NA,9376218.00
2014,RI,Restructured Retail Service Providers,33378.00,235917.00,73292.00,4158.00,NA,346745.00
2014,VA,Restructured Retail Service Providers,0.00,2934.00,630.00,0.00,NA,3564.00
2014,WA,Restructured Retail Service Providers,0.00,0.00,92874.00,0.00,NA,92874.00
2014,US,Restructured Retail Service Providers,15540600.00,31373234.00,13714572.00,623002.00,NA,61251407.00
2014,CA,Energy-Only Providers,54974.00,1006571.00,637209.00,19632.00,NA,1718386.00
2014,CT,Energy-Only Providers,577551.00,784524.00,198296.00,8516.00,NA,1568886.00
2014,DC,Energy-Only Providers,33994.00,585692.00,17046.00,18899.00,NA,655631.00
2014,DE,Energy-Only Providers,33950.00,195625.00,114308.00,0.00,NA,343883.00
2014,IL,Energy-Only Providers,1714309.00,2299763.00,2139377.00,32386.00,NA,6185835.00
2014,MA,Energy-Only Providers,340747.00,1407647.00,354599.00,28497.00,NA,2131490.00
2014,MD,Energy-Only Providers,662749.00,1707952.00,225117.00,38245.00,NA,2634063.00
2014,ME,Energy-Only Providers,339041.00,302064.00,222367.00,0.00,NA,863471.00
2014,MI,Energy-Only Providers,42.00,225671.00,397718.00,0.00,NA,623430.00
2014,MT,Energy-Only Providers,0.00,5032.00,94196.00,0.00,NA,99228.00
2014,NH,Energy-Only Providers,82117.00,204444.00,116036.00,0.00,NA,402598.00
2014,NJ,Energy-Only Providers,596448.00,2302986.00,489457.00,22998.00,NA,3411888.00
2014,NV,Energy-Only Providers,0.00,69378.00,46423.00,0.00,NA,115801.00
2014,NY,Energy-Only Providers,1200519.00,4218637.00,690556.00,209921.00,NA,6319633.00
2014,OH,Energy-Only Providers,1530066.00,2037703.00,1915846.00,2487.00,NA,5486102.00
2014,OR,Energy-Only Providers,0.00,32424.00,53467.00,0.00,NA,85891.00
2014,PA,Energy-Only Providers,1893483.00,2421544.00,2970985.00,52686.00,NA,7338698.00
2014,RI,Energy-Only Providers,18969.00,137917.00,46306.00,2176.00,NA,205368.00
2014,VA,Energy-Only Providers,0.00,2652.00,589.00,0.00,NA,3241.00
2014,WA,Energy-Only Providers,0.00,0.00,83372.00,0.00,NA,83372.00
2014,US,Energy-Only Providers,9078957.00,19948224.00,10813269.00,436443.00,NA,40276894.00
2014,CA,Delivery-Only Service,63136.00,975126.00,448091.00,4112.00,NA,1490464.00
2014,CT,Delivery-Only Service,482716.00,652696.00,128517.00,4242.00,NA,1268171.00
2014,DC,Delivery-Only Service,13402.00,299724.00,3321.00,10220.00,NA,326667.00
2014,DE,Delivery-Only Service,16688.00,55113.00,12586.00,0.00,NA,84387.00
2014,IL,Delivery-Only Service,1315046.00,821081.00,411798.00,7467.00,NA,2555392.00
2014,MA,Delivery-Only Service,264255.00,995621.00,215704.00,3084.00,NA,1478663.00
2014,MD,Delivery-Only Service,300389.00,666300.00,59721.00,8001.00,NA,1034412.00
2014,ME,Delivery-Only Service,360872.00,198302.00,74616.00,0.00,NA,633790.00
2014,MI,Delivery-Only Service,39.00,84627.00,52033.00,0.00,NA,136699.00
2014,MT,Delivery-Only Service,0.00,3130.00,12624.00,0.00,NA,15754.00
2014,NH,Delivery-Only Service,53266.00,107718.00,48315.00,0.00,NA,209300.00
2014,NJ,Delivery-Only Service,219344.00,1155293.00,225169.00,8577.00,NA,1608383.00
2014,NV,Delivery-Only Service,0.00,3047.00,1564.00,0.00,NA,4611.00
2014,NY,Delivery-Only Service,1023719.00,3338395.00,252283.00,127611.00,NA,4742007.00
2014,OH,Delivery-Only Service,1299829.00,1309180.00,546883.00,696.00,NA,3156588.00
2014,OR,Delivery-Only Service,0.00,20553.00,19950.00,0.00,NA,40503.00
2014,PA,Delivery-Only Service,1034532.00,640820.00,351600.00,10569.00,NA,2037521.00
2014,RI,Delivery-Only Service,14409.00,98000.00,26986.00,1982.00,NA,141377.00
2014,VA,Delivery-Only Service,0.00,282.00,41.00,0.00,NA,323.00
2014,WA,Delivery-Only Service,0.00,0.00,9502.00,0.00,NA,9502.00
2014,US,Delivery-Only Service,6461642.00,11425010.00,2901302.00,186559.00,NA,20974513.00
2013,AK,Total Electric Industry,381181.00,440007.00,212159.00,0.00,NA,1033347.00
2013,AL,Total Electric Industry,3532584.00,2376592.00,2014487.00,0.00,NA,7923662.00
2013,AR,Total Electric Industry,1746489.00,957321.00,999852.00,48.00,NA,3703711.00
2013,AZ,Total Electric Industry,3877986.00,2957978.00,833358.00,0.00,NA,7669322.00
2013,CA,Total Electric Industry,14481054.00,16597851.00,6222066.00,71337.00,NA,37372308.00
2013,CO,Total Electric Industry,2210316.00,1982037.00,1082995.00,6507.00,NA,5281854.00
2013,CT,Total Electric Industry,2305821.00,1903714.00,439987.00,19563.00,NA,4669084.00
2013,DC,Total Electric Industry,255575.00,1014908.00,12590.00,30970.00,NA,1314044.00
2013,DE,Total Electric Industry,591965.00,423911.00,220967.00,0.00,NA,1236843.00
2013,FL,Total Electric Industry,12770123.00,8653405.00,1246783.00,7948.00,NA,22678259.00
2013,GA,Total Electric Industry,6135755.00,4529223.00,1972453.00,12569.00,NA,12649999.00
2013,HI,Total Electric Industry,964882.00,1113961.00,1082194.00,0.00,NA,3161037.00
2013,IA,Total Electric Industry,1614968.00,1049965.00,1104037.00,0.00,NA,3768970.00
2013,ID,Total Electric Industry,803665.00,460410.00,568510.00,0.00,NA,1832584.00
2013,IL,Total Electric Industry,4927661.00,4110781.00,2637816.00,30584.00,NA,11706842.00
2013,IN,Total Electric Industry,3672739.00,2328248.00,3201509.00,2096.00,NA,9204591.00
2013,KS,Total Electric Industry,1582807.00,1475546.00,813904.00,0.00,NA,3872257.00
2013,KY,Total Electric Industry,2623038.00,1798004.00,2094351.00,0.00,NA,6515394.00
2013,LA,Total Electric Industry,2895482.00,2173960.00,1825435.00,1072.00,NA,6895949.00
2013,MA,Total Electric Industry,3282074.00,2521429.00,2169240.00,47149.00,NA,8019892.00
2013,MD,Total Electric Industry,3638091.00,3201690.00,329886.00,45807.00,NA,7215474.00
2013,ME,Total Electric Industry,669227.00,471461.00,265002.00,0.00,NA,1405690.00
2013,MI,Total Electric Industry,4962369.00,4170783.00,2416682.00,533.00,NA,11550367.00
2013,MN,Total Electric Industry,2698103.00,2170780.00,1587306.00,1870.00,NA,6458059.00
2013,MO,Total Electric Industry,3745002.00,2686659.00,1104696.00,1735.00,NA,7538092.00
2013,MS,Total Electric Industry,1989585.00,1433114.00,1022567.00,0.00,NA,4445266.00
2013,MT,Total Electric Industry,508873.00,466259.00,229520.00,0.00,NA,1204652.00
2013,NC,Total Electric Industry,6172487.00,4085188.00,1732933.00,588.00,NA,11991196.00
2013,ND,Total Electric Industry,459360.00,476912.00,378338.00,0.00,NA,1314610.00
2013,NE,Total Electric Industry,1037786.00,807459.00,837384.00,0.00,NA,2682629.00
2013,NH,Total Electric Industry,743587.00,610718.00,224839.00,0.00,NA,1579144.00
2013,NJ,Total Electric Industry,4489692.00,4883739.00,816914.00,31898.00,NA,10222244.00
2013,NM,Total Electric Industry,794916.00,874970.00,462597.00,0.00,NA,2132483.00
2013,NV,Total Electric Industry,1444315.00,838527.00,896458.00,701.00,NA,3180001.00
2013,NY,Total Electric Industry,9543510.00,11721657.00,1179389.00,391038.00,NA,22835593.00
2013,OH,Total Electric Industry,6264302.00,4367476.00,3196429.00,2917.00,NA,13831124.00
2013,OK,Total Electric Industry,2244427.00,1541200.00,927308.00,0.00,NA,4712935.00
2013,OR,Total Electric Industry,1913137.00,1395822.00,707974.00,1996.00,NA,4018928.00
2013,PA,Total Electric Industry,6938374.00,3990880.00,3347992.00,63526.00,NA,14340772.00
2013,RI,Total Electric Industry,481014.00,473699.00,109106.00,3443.00,NA,1067261.00
2013,SC,Total Electric Industry,3455720.00,2086085.00,1722902.00,0.00,NA,7264707.00
2013,SD,Total Electric Industry,494855.00,396838.00,189746.00,0.00,NA,1081439.00
2013,TN,Total Electric Industry,4083088.00,3356761.00,1412984.00,208.00,NA,8853041.00
2013,TX,Total Electric Industry,15926136.00,10944864.00,5920133.00,6190.00,NA,32797323.00
2013,UT,Total Electric Industry,974822.00,915606.00,587626.00,5779.00,NA,2483833.00
2013,VA,Total Electric Industry,4924510.00,3820166.00,1136239.00,15897.00,NA,9896812.00
2013,VT,Total Electric Industry,364245.00,295636.00,156753.00,0.00,NA,816634.00
2013,WA,Total Electric Industry,3129362.00,2307207.00,1152363.00,478.00,NA,6589411.00
2013,WI,Total Electric Industry,2993098.00,2542086.00,1729642.00,0.00,NA,7264826.00
2013,WV,Total Electric Industry,1103102.00,636469.00,745335.00,346.00,NA,2485252.00
2013,WY,Total Electric Industry,287380.00,348530.00,652083.00,0.00,NA,1287993.00
2013,US,Total Electric Industry,169130640.00,137188490.00,67933816.00,804792.00,NA,375057738.00
2013,AK,Full-Service Providers,381181.00,440007.00,212159.00,0.00,NA,1033347.00
2013,AL,Full-Service Providers,3532584.00,2376592.00,2014487.00,0.00,NA,7923662.00
2013,AR,Full-Service Providers,1746489.00,957321.00,999852.00,48.00,NA,3703711.00
2013,AZ,Full-Service Providers,3877986.00,2957978.00,833358.00,0.00,NA,7669322.00
2013,CA,Full-Service Providers,14365383.00,14879902.00,5258482.00,47215.00,NA,34550981.00
2013,CO,Full-Service Providers,2210316.00,1982037.00,1082995.00,6507.00,NA,5281854.00
2013,CT,Full-Service Providers,1196378.00,422688.00,98417.00,0.00,NA,1717482.00
2013,DC,Full-Service Providers,212234.00,137415.00,0.00,0.00,NA,349649.00
2013,DE,Full-Service Providers,562459.00,193355.00,86891.00,0.00,NA,842705.00
2013,FL,Full-Service Providers,12770123.00,8653405.00,1246783.00,7948.00,NA,22678259.00
2013,GA,Full-Service Providers,6135755.00,4529223.00,1972453.00,12569.00,NA,12649999.00
2013,HI,Full-Service Providers,964882.00,1113961.00,1082194.00,0.00,NA,3161037.00
2013,IA,Full-Service Providers,1614968.00,1049965.00,1104037.00,0.00,NA,3768970.00
2013,ID,Full-Service Providers,803665.00,460410.00,568510.00,0.00,NA,1832584.00
2013,IL,Full-Service Providers,2408919.00,1420328.00,418023.00,795.00,NA,4248065.00
2013,IN,Full-Service Providers,3672739.00,2328248.00,3201509.00,2096.00,NA,9204591.00
2013,KS,Full-Service Providers,1582807.00,1475546.00,813904.00,0.00,NA,3872257.00
2013,KY,Full-Service Providers,2623038.00,1798004.00,2094351.00,0.00,NA,6515394.00
2013,LA,Full-Service Providers,2895482.00,2173960.00,1825435.00,1072.00,NA,6895949.00
2013,MA,Full-Service Providers,2757172.00,1138714.00,562969.00,0.00,NA,4458855.00
2013,MD,Full-Service Providers,2747486.00,860063.00,53461.00,0.00,NA,3661010.00
2013,ME,Full-Service Providers,11165.00,5380.00,3303.00,0.00,NA,19848.00
2013,MI,Full-Service Providers,4962286.00,3858363.00,2073035.00,533.00,NA,10894218.00
2013,MN,Full-Service Providers,2698103.00,2170780.00,1587306.00,1870.00,NA,6458059.00
2013,MO,Full-Service Providers,3745002.00,2686659.00,1104696.00,1735.00,NA,7538092.00
2013,MS,Full-Service Providers,1989585.00,1433114.00,1022567.00,0.00,NA,4445266.00
2013,MT,Full-Service Providers,508871.00,458130.00,120552.00,0.00,NA,1087553.00
2013,NC,Full-Service Providers,6172487.00,4085188.00,1732933.00,588.00,NA,11991196.00
2013,ND,Full-Service Providers,459360.00,476912.00,378338.00,0.00,NA,1314610.00
2013,NE,Full-Service Providers,1037786.00,807459.00,837384.00,0.00,NA,2682629.00
2013,NH,Full-Service Providers,641544.00,295039.00,57845.00,0.00,NA,994427.00
2013,NJ,Full-Service Providers,3667393.00,1476083.00,135030.00,0.00,NA,5278506.00
2013,NM,Full-Service Providers,794916.00,874970.00,462597.00,0.00,NA,2132483.00
2013,NV,Full-Service Providers,1444315.00,784188.00,851122.00,701.00,NA,3080327.00
2013,NY,Full-Service Providers,7483925.00,4531104.00,254949.00,51777.00,NA,12321755.00
2013,OH,Full-Service Providers,3798765.00,1306727.00,1008694.00,349.00,NA,6114534.00
2013,OK,Full-Service Providers,2244427.00,1541200.00,927308.00,0.00,NA,4712935.00
2013,OR,Full-Service Providers,1913137.00,1341944.00,629882.00,1996.00,NA,3886958.00
2013,PA,Full-Service Providers,4363679.00,1089758.00,244372.00,0.00,NA,5697809.00
2013,RI,Full-Service Providers,467972.00,241004.00,31266.00,0.00,NA,740241.00
2013,SC,Full-Service Providers,3455720.00,2086085.00,1722902.00,0.00,NA,7264707.00
2013,SD,Full-Service Providers,494855.00,396838.00,189746.00,0.00,NA,1081439.00
2013,TN,Full-Service Providers,4083088.00,3356761.00,1412984.00,208.00,NA,8853041.00
2013,TX,Full-Service Providers,15926136.00,10944864.00,5920133.00,6190.00,NA,32797323.00
2013,UT,Full-Service Providers,974822.00,915606.00,587626.00,5779.00,NA,2483833.00
2013,VA,Full-Service Providers,4924510.00,3820166.00,1136239.00,15897.00,NA,9896812.00
2013,VT,Full-Service Providers,364245.00,295636.00,156753.00,0.00,NA,816634.00
2013,WA,Full-Service Providers,3129362.00,2303713.00,1061935.00,478.00,NA,6495487.00
2013,WI,Full-Service Providers,2993098.00,2542086.00,1729642.00,0.00,NA,7264826.00
2013,WV,Full-Service Providers,1103102.00,636469.00,745335.00,346.00,NA,2485252.00
2013,WY,Full-Service Providers,287380.00,348530.00,652083.00,0.00,NA,1287993.00
2013,US,Full-Service Providers,155203081.00,108459874.00,54308822.00,166697.00,NA,318138474.00
2013,CA,Restructured Retail Service Providers,115671.00,1717950.00,963584.00,24122.00,NA,2821327.00
2013,CT,Restructured Retail Service Providers,1109443.00,1481026.00,341570.00,19563.00,NA,2951602.00
