Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2018,MS,Total Electric Industry,1290281.00,236871.00,10988.00,0.00,NA,1538140.00
2018,MT,Total Electric Industry,509526.00,108695.00,9915.00,0.00,NA,628136.00
2018,NC,Total Electric Industry,4550420.00,691673.00,10025.00,1.00,NA,5252119.00
2018,ND,Total Electric Industry,382596.00,75148.00,8985.00,0.00,NA,466729.00
2018,NE,Total Electric Industry,849898.00,153749.00,61968.00,0.00,NA,1065615.00
2018,NH,Total Electric Industry,622671.00,107805.00,3176.00,0.00,NA,733652.00
2018,NJ,Total Electric Industry,3568044.00,521429.00,11877.00,6.00,NA,4101356.00
2018,NM,Total Electric Industry,889841.00,143874.00,9360.00,0.00,NA,1043075.00
2018,NV,Total Electric Industry,1183660.00,164982.00,3446.00,1.00,NA,1352089.00
2018,NY,Total Electric Industry,7190906.00,1106650.00,6884.00,8.00,NA,8304448.00
2018,OH,Total Electric Industry,4964855.00,630210.00,18715.00,2.00,NA,5613782.00
2018,OK,Total Electric Industry,1764980.00,282875.00,18700.00,0.00,NA,2066555.00
2018,OR,Total Electric Industry,1750240.00,237942.00,24821.00,2.00,NA,2013005.00
2018,PA,Total Electric Industry,5390428.00,716936.00,11743.00,6.00,NA,6119113.00
2018,RI,Total Electric Industry,442005.00,60128.00,1773.00,1.00,NA,503907.00
2018,SC,Total Electric Industry,2290200.00,376842.00,4324.00,0.00,NA,2671366.00
2018,SD,Total Electric Industry,400150.00,72106.00,3923.00,0.00,NA,476179.00
2018,TN,Total Electric Industry,2882992.00,491567.00,1010.00,0.00,NA,3375569.00
2018,TX,Total Electric Industry,11148784.00,1591150.00,125714.00,3.00,NA,12865651.00
2018,UT,Total Electric Industry,1091162.00,130053.00,9666.00,1.00,NA,1230882.00
2018,VA,Total Electric Industry,3431574.00,431058.00,3704.00,1.00,NA,3866337.00
2018,VT,Total Electric Industry,315138.00,57037.00,204.00,0.00,NA,372379.00
2018,WA,Total Electric Industry,3076868.00,384366.00,27284.00,6.00,NA,3488524.00
2018,WI,Total Electric Industry,2700245.00,354557.00,5789.00,1.00,NA,3060592.00
2018,WV,Total Electric Industry,859039.00,144478.00,11515.00,0.00,NA,1015032.00
2018,WY,Total Electric Industry,272427.00,58318.00,10940.00,0.00,NA,341685.00
2018,US,Total Electric Industry,133893321.00,18605393.00,840321.00,83.00,NA,153339118.00
2018,AK,Full-Service Providers,287526.00,53957.00,1387.00,0.00,NA,342870.00
2018,AL,Full-Service Providers,2229472.00,371097.00,7342.00,0.00,NA,2607911.00
2018,AR,Full-Service Providers,1388358.00,196482.00,36596.00,2.00,NA,1621438.00
2018,AZ,Full-Service Providers,2808352.00,322135.00,7794.00,2.00,NA,3138283.00
2018,CA,Full-Service Providers,12091172.00,1427734.00,146593.00,11.00,NA,13665510.00
2018,CO,Full-Service Providers,2326976.00,376104.00,15985.00,1.00,NA,2719066.00
2018,CT,Full-Service Providers,1120970.00,91952.00,2029.00,2.00,NA,1214953.00
2018,DC,Full-Service Providers,229156.00,16575.00,0.00,0.00,NA,245731.00
2018,DE,Full-Service Providers,405408.00,43867.00,726.00,0.00,NA,450001.00
2018,FL,Full-Service Providers,9423022.00,1229559.00,21327.00,2.00,NA,10673910.00
2018,GA,Full-Service Providers,4354021.00,579468.00,23065.00,1.00,NA,4956555.00
2018,HI,Full-Service Providers,436266.00,59661.00,814.00,0.00,NA,496741.00
2018,IA,Full-Service Providers,1385756.00,239703.00,7890.00,0.00,NA,1633349.00
2018,ID,Full-Service Providers,743567.00,110797.00,28418.00,0.00,NA,882782.00
2018,IL,Full-Service Providers,3485820.00,338200.00,3172.00,0.00,NA,3827192.00
2018,IN,Full-Service Providers,2863358.00,354730.00,17763.00,1.00,NA,3235852.00
2018,KS,Full-Service Providers,1266044.00,234091.00,24185.00,0.00,NA,1524320.00
2018,KY,Full-Service Providers,1980209.00,305417.00,6750.00,0.00,NA,2292376.00
2018,LA,Full-Service Providers,2085055.00,292752.00,19558.00,1.00,NA,2397366.00
2018,MA,Full-Service Providers,1669591.00,204677.00,6568.00,0.00,NA,1880836.00
2018,MD,Full-Service Providers,1885269.00,157620.00,4723.00,0.00,NA,2047612.00
2018,ME,Full-Service Providers,619250.00,73354.00,2095.00,0.00,NA,694699.00
2018,MI,Full-Service Providers,4365494.00,537871.00,5693.00,2.00,NA,4909060.00
2018,MN,Full-Service Providers,2420325.00,295855.00,9066.00,1.00,NA,2725247.00
2018,MO,Full-Service Providers,2792459.00,384493.00,8085.00,2.00,NA,3185039.00
2018,MS,Full-Service Providers,1290281.00,236871.00,10988.00,0.00,NA,1538140.00
2018,MT,Full-Service Providers,509524.00,108288.00,9877.00,0.00,NA,627689.00
2018,NC,Full-Service Providers,4550420.00,691673.00,10025.00,1.00,NA,5252119.00
2018,ND,Full-Service Providers,382596.00,75148.00,8985.00,0.00,NA,466729.00
2018,NE,Full-Service Providers,849898.00,153749.00,61968.00,0.00,NA,1065615.00
2018,NH,Full-Service Providers,508715.00,72636.00,1741.00,0.00,NA,583092.00
2018,NJ,Full-Service Providers,3149034.00,373503.00,7875.00,0.00,NA,3530412.00
2018,NM,Full-Service Providers,889841.00,143874.00,9360.00,0.00,NA,1043075.00
2018,NV,Full-Service Providers,1183660.00,164958.00,3441.00,1.00,NA,1352060.00
2018,NY,Full-Service Providers,6064621.00,785396.00,3144.00,4.00,NA,6853165.00
2018,OH,Full-Service Providers,2598559.00,248127.00,7673.00,1.00,NA,2854360.00
2018,OK,Full-Service Providers,1764980.00,282875.00,18700.00,0.00,NA,2066555.00
2018,OR,Full-Service Providers,1750240.00,237390.00,24757.00,2.00,NA,2012389.00
2018,PA,Full-Service Providers,3752326.00,405469.00,3043.00,0.00,NA,4160838.00
2018,RI,Full-Service Providers,391763.00,45626.00,1298.00,0.00,NA,438687.00
2018,SC,Full-Service Providers,2290200.00,376842.00,4324.00,0.00,NA,2671366.00
2018,SD,Full-Service Providers,400150.00,72106.00,3923.00,0.00,NA,476179.00
2018,TN,Full-Service Providers,2882992.00,491567.00,1010.00,0.00,NA,3375569.00
2018,TX,Full-Service Providers,11148784.00,1591150.00,125714.00,3.00,NA,12865651.00
2018,UT,Full-Service Providers,1091162.00,130053.00,9666.00,1.00,NA,1230882.00
2018,VA,Full-Service Providers,3431574.00,431000.00,3695.00,1.00,NA,3866270.00
2018,VT,Full-Service Providers,315138.00,57037.00,204.00,0.00,NA,372379.00
2018,WA,Full-Service Providers,3076868.00,384365.00,27269.00,6.00,NA,3488508.00
2018,WI,Full-Service Providers,2700245.00,354557.00,5789.00,1.00,NA,3060592.00
2018,WV,Full-Service Providers,859039.00,144478.00,11515.00,0.00,NA,1015032.00
2018,WY,Full-Service Providers,272427.00,58318.00,10940.00,0.00,NA,341685.00
2018,US,Full-Service Providers,122767933.00,16415207.00,794548.00,49.00,NA,139977737.00
2018,CA,Energy-Only Providers,1499980.00,287141.00,2051.00,1.00,NA,1789173.00
2018,CT,Energy-Only Providers,382731.00,61872.00,2279.00,2.00,NA,446884.00
2018,DC,Energy-Only Providers,45457.00,9761.00,1.00,3.00,NA,55222.00
2018,DE,Energy-Only Providers,27041.00,11037.00,111.00,0.00,NA,38189.00
2018,IL,Energy-Only Providers,1803753.00,277992.00,2545.00,3.00,NA,2084293.00
2018,MA,Energy-Only Providers,1114652.00,204295.00,3935.00,2.00,NA,1322884.00
2018,MD,Energy-Only Providers,447248.00,96543.00,4078.00,5.00,NA,547874.00
2018,ME,Energy-Only Providers,90598.00,22712.00,969.00,0.00,NA,114279.00
2018,MI,Energy-Only Providers,35.00,5390.00,279.00,0.00,NA,5704.00
2018,MT,Energy-Only Providers,2.00,407.00,38.00,0.00,NA,447.00
2018,NH,Energy-Only Providers,113956.00,35169.00,1435.00,0.00,NA,150560.00
2018,NJ,Energy-Only Providers,419010.00,147926.00,4002.00,6.00,NA,570944.00
2018,NV,Energy-Only Providers,0.00,24.00,5.00,0.00,NA,29.00
2018,NY,Energy-Only Providers,1126285.00,321254.00,3740.00,4.00,NA,1451283.00
2018,OH,Energy-Only Providers,2366296.00,382083.00,11042.00,1.00,NA,2759422.00
2018,OR,Energy-Only Providers,0.00,552.00,64.00,0.00,NA,616.00
2018,PA,Energy-Only Providers,1638102.00,311467.00,8700.00,6.00,NA,1958275.00
2018,RI,Energy-Only Providers,50242.00,14502.00,475.00,1.00,NA,65220.00
2018,VA,Energy-Only Providers,0.00,58.00,9.00,0.00,NA,67.00
2018,WA,Energy-Only Providers,0.00,1.00,15.00,0.00,NA,16.00
2018,US,Energy-Only Providers,11125388.00,2190186.00,45773.00,34.00,NA,13361381.00
2017,AK,Total Electric Industry,285697.00,53472.00,1374.00,0.00,NA,340543.00
2017,AL,Total Electric Industry,2213592.00,369984.00,8047.00,0.00,NA,2591623.00
2017,AR,Total Electric Industry,1380157.00,191879.00,35595.00,2.00,NA,1607633.00
2017,AZ,Total Electric Industry,2764355.00,320562.00,8133.00,2.00,NA,3093052.00
2017,CA,Total Electric Industry,13548295.00,1696071.00,147754.00,15.00,NA,15392135.00
2017,CO,Total Electric Industry,2288358.00,370691.00,16228.00,1.00,NA,2675278.00
2017,CT,Total Electric Industry,1495577.00,152903.00,4385.00,4.00,NA,1652869.00
2017,DC,Total Electric Industry,267448.00,26111.00,1.00,3.00,NA,293563.00
2017,DE,Total Electric Industry,426071.00,54105.00,854.00,0.00,NA,481030.00
2017,FL,Total Electric Industry,9291707.00,1216939.00,21289.00,2.00,NA,10529937.00
2017,GA,Total Electric Industry,4296977.00,572861.00,23108.00,1.00,NA,4892947.00
2017,HI,Total Electric Industry,432952.00,61236.00,782.00,0.00,NA,494970.00
2017,IA,Total Electric Industry,1375599.00,237942.00,7747.00,0.00,NA,1621288.00
2017,ID,Total Electric Industry,727568.00,108965.00,28138.00,0.00,NA,864671.00
2017,IL,Total Electric Industry,5264333.00,611670.00,5693.00,3.00,NA,5881699.00
2017,IN,Total Electric Industry,2834090.00,352015.00,17917.00,1.00,NA,3204023.00
2017,KS,Total Electric Industry,1259226.00,232078.00,24322.00,0.00,NA,1515626.00
2017,KY,Total Electric Industry,1971002.00,304457.00,7010.00,0.00,NA,2282469.00
2017,LA,Total Electric Industry,2073615.00,291404.00,19611.00,1.00,NA,2384631.00
2017,MA,Total Electric Industry,2766154.00,409715.00,10358.00,2.00,NA,3186229.00
2017,MD,Total Electric Industry,2313189.00,252966.00,8754.00,5.00,NA,2574914.00
2017,ME,Total Electric Industry,707792.00,99331.00,3100.00,0.00,NA,810223.00
2017,MI,Total Electric Industry,4344321.00,542959.00,6196.00,2.00,NA,4893478.00
2017,MN,Total Electric Industry,2403168.00,292859.00,8984.00,1.00,NA,2705012.00
2017,MO,Total Electric Industry,2771123.00,381634.00,8191.00,2.00,NA,3160950.00
2017,MS,Total Electric Industry,1284578.00,235245.00,11156.00,0.00,NA,1530979.00
2017,MT,Total Electric Industry,503313.00,107147.00,9893.00,0.00,NA,620353.00
2017,NC,Total Electric Industry,4488039.00,680967.00,10045.00,1.00,NA,5179052.00
2017,ND,Total Electric Industry,380101.00,74527.00,8708.00,0.00,NA,463336.00
2017,NE,Total Electric Industry,841965.00,151485.00,62066.00,0.00,NA,1055516.00
2017,NH,Total Electric Industry,618356.00,107436.00,3220.00,0.00,NA,729012.00
2017,NJ,Total Electric Industry,3536087.00,517404.00,11773.00,6.00,NA,4065270.00
2017,NM,Total Electric Industry,880867.00,143326.00,9395.00,0.00,NA,1033588.00
2017,NV,Total Electric Industry,1263101.00,163356.00,3447.00,1.00,NA,1429905.00
2017,NY,Total Electric Industry,7144413.00,1089889.00,6997.00,8.00,NA,8241307.00
2017,OH,Total Electric Industry,4936471.00,627168.00,18664.00,2.00,NA,5582305.00
2017,OK,Total Electric Industry,1751034.00,281267.00,18782.00,0.00,NA,2051083.00
2017,OR,Total Electric Industry,1725884.00,233823.00,24383.00,2.00,NA,1984092.00
2017,PA,Total Electric Industry,5356693.00,698453.00,22726.00,6.00,NA,6077878.00
2017,RI,Total Electric Industry,437124.00,59447.00,1784.00,1.00,NA,498356.00
2017,SC,Total Electric Industry,2251558.00,373073.00,4379.00,0.00,NA,2629010.00
2017,SD,Total Electric Industry,396564.00,71263.00,3892.00,0.00,NA,471719.00
2017,TN,Total Electric Industry,2847696.00,484324.00,1167.00,0.00,NA,3333187.00
2017,TX,Total Electric Industry,10809494.00,1514712.00,114857.00,3.00,NA,12439066.00
2017,UT,Total Electric Industry,1063292.00,127113.00,9594.00,1.00,NA,1200000.00
2017,VA,Total Electric Industry,3398529.00,422256.00,3692.00,1.00,NA,3824478.00
2017,VT,Total Electric Industry,313670.00,56388.00,187.00,0.00,NA,370245.00
2017,WA,Total Electric Industry,3037674.00,381028.00,27825.00,6.00,NA,3446533.00
2017,WI,Total Electric Industry,2681341.00,351707.00,5666.00,1.00,NA,3038715.00
2017,WV,Total Electric Industry,858961.00,143951.00,11529.00,0.00,NA,1014441.00
2017,WY,Total Electric Industry,270576.00,57863.00,10931.00,0.00,NA,339370.00
2017,US,Total Electric Industry,132579747.00,18359427.00,840329.00,86.00,NA,151779589.00
2017,AK,Full-Service Providers,285697.00,53472.00,1374.00,0.00,NA,340543.00
2017,AL,Full-Service Providers,2213592.00,369984.00,8047.00,0.00,NA,2591623.00
2017,AR,Full-Service Providers,1380157.00,191879.00,35595.00,2.00,NA,1607633.00
2017,AZ,Full-Service Providers,2764355.00,320562.00,8133.00,2.00,NA,3093052.00
2017,CA,Full-Service Providers,12664668.00,1540742.00,146594.00,14.00,NA,14352018.00
2017,CO,Full-Service Providers,2288358.00,370691.00,16228.00,1.00,NA,2675278.00
2017,CT,Full-Service Providers,1082372.00,88017.00,2024.00,1.00,NA,1172414.00
2017,DC,Full-Service Providers,227603.00,16465.00,0.00,0.00,NA,244068.00
2017,DE,Full-Service Providers,395971.00,42968.00,740.00,0.00,NA,439679.00
2017,FL,Full-Service Providers,9291707.00,1216939.00,21289.00,2.00,NA,10529937.00
2017,GA,Full-Service Providers,4296977.00,572861.00,23108.00,1.00,NA,4892947.00
2017,HI,Full-Service Providers,432952.00,61236.00,782.00,0.00,NA,494970.00
2017,IA,Full-Service Providers,1375599.00,237942.00,7747.00,0.00,NA,1621288.00
2017,ID,Full-Service Providers,727568.00,108965.00,28138.00,0.00,NA,864671.00
2017,IL,Full-Service Providers,3418851.00,334676.00,3151.00,0.00,NA,3756678.00
2017,IN,Full-Service Providers,2834090.00,352015.00,17917.00,1.00,NA,3204023.00
2017,KS,Full-Service Providers,1259226.00,232078.00,24322.00,0.00,NA,1515626.00
2017,KY,Full-Service Providers,1971002.00,304457.00,7010.00,0.00,NA,2282469.00
2017,LA,Full-Service Providers,2073615.00,291404.00,19611.00,1.00,NA,2384631.00
2017,MA,Full-Service Providers,1820416.00,226116.00,6506.00,0.00,NA,2053038.00
2017,MD,Full-Service Providers,1864348.00,156136.00,4727.00,0.00,NA,2025211.00
2017,ME,Full-Service Providers,604501.00,74087.00,2099.00,0.00,NA,680687.00
2017,MI,Full-Service Providers,4344284.00,537469.00,5900.00,2.00,NA,4887655.00
2017,MN,Full-Service Providers,2403168.00,292859.00,8984.00,1.00,NA,2705012.00
2017,MO,Full-Service Providers,2771123.00,381634.00,8191.00,2.00,NA,3160950.00
2017,MS,Full-Service Providers,1284578.00,235245.00,11156.00,0.00,NA,1530979.00
2017,MT,Full-Service Providers,503310.00,106746.00,9856.00,0.00,NA,619912.00
2017,NC,Full-Service Providers,4488039.00,680967.00,10045.00,1.00,NA,5179052.00
2017,ND,Full-Service Providers,380101.00,74527.00,8708.00,0.00,NA,463336.00
2017,NE,Full-Service Providers,841965.00,151485.00,62066.00,0.00,NA,1055516.00
2017,NH,Full-Service Providers,501121.00,72377.00,1785.00,0.00,NA,575283.00
2017,NJ,Full-Service Providers,3041237.00,369464.00,7639.00,0.00,NA,3418340.00
2017,NM,Full-Service Providers,880867.00,143326.00,9395.00,0.00,NA,1033588.00
2017,NV,Full-Service Providers,1263101.00,163346.00,3444.00,1.00,NA,1429892.00
2017,NY,Full-Service Providers,5885937.00,764206.00,3168.00,5.00,NA,6653316.00
2017,OH,Full-Service Providers,2690252.00,263291.00,7844.00,1.00,NA,2961388.00
2017,OK,Full-Service Providers,1751034.00,281267.00,18782.00,0.00,NA,2051083.00
2017,OR,Full-Service Providers,1725884.00,233308.00,24310.00,2.00,NA,1983504.00
2017,PA,Full-Service Providers,3622374.00,386495.00,8347.00,0.00,NA,4017216.00
2017,RI,Full-Service Providers,383059.00,44482.00,1271.00,0.00,NA,428812.00
2017,SC,Full-Service Providers,2251558.00,373073.00,4379.00,0.00,NA,2629010.00
2017,SD,Full-Service Providers,396564.00,71263.00,3892.00,0.00,NA,471719.00
2017,TN,Full-Service Providers,2847696.00,484324.00,1167.00,0.00,NA,3333187.00
2017,TX,Full-Service Providers,10809494.00,1514712.00,114857.00,3.00,NA,12439066.00
2017,UT,Full-Service Providers,1063292.00,127113.00,9594.00,1.00,NA,1200000.00
2017,VA,Full-Service Providers,3398529.00,422201.00,3688.00,1.00,NA,3824419.00
2017,VT,Full-Service Providers,313670.00,56388.00,187.00,0.00,NA,370245.00
2017,WA,Full-Service Providers,3037674.00,381027.00,27809.00,6.00,NA,3446516.00
2017,WI,Full-Service Providers,2681341.00,351707.00,5666.00,1.00,NA,3038715.00
2017,WV,Full-Service Providers,858961.00,143951.00,11529.00,0.00,NA,1014441.00
2017,WY,Full-Service Providers,270576.00,57863.00,10931.00,0.00,NA,339370.00
2017,US,Full-Service Providers,121964414.00,16329808.00,789732.00,52.00,NA,139084006.00
2017,CA,Energy-Only Providers,883627.00,155329.00,1160.00,1.00,NA,1040117.00
2017,CT,Energy-Only Providers,413205.00,64886.00,2361.00,3.00,NA,480455.00
2017,DC,Energy-Only Providers,39845.00,9646.00,1.00,3.00,NA,49495.00
2017,DE,Energy-Only Providers,30100.00,11137.00,114.00,0.00,NA,41351.00
2017,IL,Energy-Only Providers,1845482.00,276994.00,2542.00,3.00,NA,2125021.00
2017,MA,Energy-Only Providers,945738.00,183599.00,3852.00,2.00,NA,1133191.00
2017,MD,Energy-Only Providers,448841.00,96830.00,4027.00,5.00,NA,549703.00
2017,ME,Energy-Only Providers,103291.00,25244.00,1001.00,0.00,NA,129536.00
2017,MI,Energy-Only Providers,37.00,5490.00,296.00,0.00,NA,5823.00
2017,MT,Energy-Only Providers,3.00,401.00,37.00,0.00,NA,441.00
2017,NH,Energy-Only Providers,117235.00,35059.00,1435.00,0.00,NA,153729.00
2017,NJ,Energy-Only Providers,494850.00,147940.00,4134.00,6.00,NA,646930.00
2017,NV,Energy-Only Providers,0.00,10.00,3.00,0.00,NA,13.00
2017,NY,Energy-Only Providers,1258476.00,325683.00,3829.00,3.00,NA,1587991.00
2017,OH,Energy-Only Providers,2246219.00,363877.00,10820.00,1.00,NA,2620917.00
2017,OR,Energy-Only Providers,0.00,515.00,73.00,0.00,NA,588.00
2017,PA,Energy-Only Providers,1734319.00,311958.00,14379.00,6.00,NA,2060662.00
2017,RI,Energy-Only Providers,54065.00,14965.00,513.00,1.00,NA,69544.00
2017,VA,Energy-Only Providers,0.00,55.00,4.00,0.00,NA,59.00
2017,WA,Energy-Only Providers,0.00,1.00,16.00,0.00,NA,17.00
2017,US,Energy-Only Providers,10615333.00,2029619.00,50597.00,34.00,NA,12695583.00
2016,AK,Total Electric Industry,283260.00,52804.00,1343.00,0.00,NA,337407.00
2016,AL,Total Electric Industry,2200574.00,367009.00,7266.00,0.00,NA,2574849.00
2016,AR,Total Electric Industry,1368867.00,190181.00,36428.00,2.00,NA,1595478.00
2016,AZ,Total Electric Industry,2725510.00,318197.00,8130.00,2.00,NA,3051839.00
2016,CA,Total Electric Industry,13445133.00,1692326.00,148549.00,15.00,NA,15286023.00
2016,CO,Total Electric Industry,2260068.00,367001.00,16245.00,1.00,NA,2643315.00
2016,CT,Total Electric Industry,1486741.00,152182.00,4408.00,4.00,NA,1643335.00
2016,DC,Total Electric Industry,259392.00,25924.00,1.00,3.00,NA,285320.00
2016,DE,Total Electric Industry,419234.00,53366.00,873.00,0.00,NA,473473.00
2016,FL,Total Electric Industry,9149214.00,1199897.00,21162.00,2.00,NA,10370275.00
2016,GA,Total Electric Industry,4240421.00,567431.00,21774.00,1.00,NA,4829627.00
2016,HI,Total Electric Industry,430941.00,60836.00,801.00,0.00,NA,492578.00
2016,IA,Total Electric Industry,1358902.00,235813.00,7724.00,0.00,NA,1602439.00
2016,ID,Total Electric Industry,714365.00,107551.00,27847.00,0.00,NA,849763.00
2016,IL,Total Electric Industry,5231541.00,606954.00,6054.00,3.00,NA,5844552.00
2016,IN,Total Electric Industry,2821546.00,350645.00,18085.00,1.00,NA,3190277.00
2016,KS,Total Electric Industry,1252846.00,232926.00,23729.00,0.00,NA,1509501.00
2016,KY,Total Electric Industry,1957188.00,302040.00,7308.00,0.00,NA,2266536.00
2016,LA,Total Electric Industry,2059699.00,289780.00,19231.00,1.00,NA,2368711.00
2016,MA,Total Electric Industry,2740865.00,402936.00,13675.00,2.00,NA,3157478.00
2016,MD,Total Electric Industry,2288301.00,250939.00,8822.00,5.00,NA,2548067.00
2016,ME,Total Electric Industry,699321.00,97949.00,3028.00,0.00,NA,800298.00
2016,MI,Total Electric Industry,4311008.00,538677.00,6191.00,1.00,NA,4855877.00
2016,MN,Total Electric Industry,2378681.00,291569.00,9000.00,1.00,NA,2679251.00
2016,MO,Total Electric Industry,2751460.00,376711.00,10169.00,2.00,NA,3138342.00
2016,MS,Total Electric Industry,1278616.00,232885.00,11214.00,0.00,NA,1522715.00
2016,MT,Total Electric Industry,497170.00,105934.00,9814.00,0.00,NA,612918.00
2016,NC,Total Electric Industry,4423532.00,672610.00,10052.00,1.00,NA,5106195.00
2016,ND,Total Electric Industry,377739.00,73573.00,8634.00,0.00,NA,459946.00
2016,NE,Total Electric Industry,834038.00,149812.00,61613.00,0.00,NA,1045463.00
2016,NH,Total Electric Industry,612716.00,106900.00,3250.00,0.00,NA,722866.00
2016,NJ,Total Electric Industry,3510141.00,514579.00,11929.00,7.00,NA,4036656.00
2016,NM,Total Electric Industry,876921.00,141723.00,9325.00,0.00,NA,1027969.00
2016,NV,Total Electric Industry,1143667.00,161594.00,3654.00,1.00,NA,1308916.00
2016,NY,Total Electric Industry,7118901.00,1072896.00,7646.00,8.00,NA,8199451.00
2016,OH,Total Electric Industry,4911597.00,623730.00,19095.00,2.00,NA,5554424.00
2016,OK,Total Electric Industry,1736819.00,278027.00,19096.00,0.00,NA,2033942.00
2016,OR,Total Electric Industry,1706622.00,231692.00,24628.00,2.00,NA,1962944.00
2016,PA,Total Electric Industry,5335555.00,696080.00,23372.00,6.00,NA,6055013.00
2016,RI,Total Electric Industry,438507.00,58907.00,1821.00,1.00,NA,499236.00
2016,SC,Total Electric Industry,2209783.00,369409.00,4062.00,0.00,NA,2583254.00
2016,SD,Total Electric Industry,392187.00,70745.00,3851.00,0.00,NA,466783.00
2016,TN,Total Electric Industry,2812287.00,480032.00,1193.00,0.00,NA,3293512.00
2016,TX,Total Electric Industry,10521732.00,1447247.00,105552.00,3.00,NA,12074534.00
2016,UT,Total Electric Industry,1041823.00,124540.00,9570.00,1.00,NA,1175934.00
2016,VA,Total Electric Industry,3362985.00,430877.00,3708.00,1.00,NA,3797571.00
2016,VT,Total Electric Industry,312239.00,55601.00,230.00,0.00,NA,368070.00
2016,WA,Total Electric Industry,2985799.00,367847.00,29012.00,6.00,NA,3382664.00
2016,WI,Total Electric Industry,2662284.00,349324.00,5537.00,1.00,NA,3017146.00
2016,WV,Total Electric Industry,860375.00,142711.00,11704.00,0.00,NA,1014790.00
2016,WY,Total Electric Industry,269647.00,57434.00,10654.00,0.00,NA,337735.00
2016,US,Total Electric Industry,131068760.00,18148353.00,838059.00,86.00,NA,150055258.00
2016,AK,Full-Service Providers,283260.00,52804.00,1343.00,0.00,NA,337407.00
2016,AL,Full-Service Providers,2200574.00,367009.00,7266.00,0.00,NA,2574849.00
2016,AR,Full-Service Providers,1368867.00,190181.00,36428.00,2.00,NA,1595478.00
2016,AZ,Full-Service Providers,2725510.00,318197.00,8130.00,2.00,NA,3051839.00
2016,CA,Full-Service Providers,13080674.00,1600111.00,147570.00,14.00,NA,14828369.00
2016,CO,Full-Service Providers,2260068.00,367001.00,16245.00,1.00,NA,2643315.00
2016,CT,Full-Service Providers,1035254.00,85820.00,2011.00,1.00,NA,1123086.00
2016,DC,Full-Service Providers,222050.00,16493.00,0.00,1.00,NA,238544.00
2016,DE,Full-Service Providers,390648.00,42363.00,755.00,0.00,NA,433766.00
2016,FL,Full-Service Providers,9149214.00,1199897.00,21162.00,2.00,NA,10370275.00
2016,GA,Full-Service Providers,4240421.00,567431.00,21774.00,1.00,NA,4829627.00
2016,HI,Full-Service Providers,430941.00,60836.00,801.00,0.00,NA,492578.00
2016,IA,Full-Service Providers,1358902.00,235813.00,7724.00,0.00,NA,1602439.00
2016,ID,Full-Service Providers,714365.00,107551.00,27847.00,0.00,NA,849763.00
