year,state,state_po,candidate,party_simplified,writein,candidate_votes,total_votes
2016,MINNESOTA,MN,"CASTLE, DARRELL L.",OTHER,FALSE,9456,2944782
2016,MINNESOTA,MN,"KENNEDY, ALYSON",OTHER,FALSE,1671,2944782
2016,MINNESOTA,MN,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1430,2944782
2016,MISSISSIPPI,MS,"TRUMP, DONALD J.",REPUBLICAN,FALSE,700714,1209357
2016,MISSISSIPPI,MS,"CLINTON, HILLARY",DEMOCRAT,FALSE,485131,1209357
2016,MISSISSIPPI,MS,"JOHNSON, GARY",LIBERTARIAN,FALSE,14435,1209357
2016,MISSISSIPPI,MS,"CASTLE, DARRELL L.",OTHER,FALSE,3987,1209357
2016,MISSISSIPPI,MS,"STEIN, JILL",OTHER,FALSE,3731,1209357
2016,MISSISSIPPI,MS,"HEDGES, JAMES",OTHER,FALSE,715,1209357
2016,MISSISSIPPI,MS,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,644,1209357
2016,MISSOURI,MO,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1594511,2808605
2016,MISSOURI,MO,"CLINTON, HILLARY",DEMOCRAT,FALSE,1071068,2808605
2016,MISSOURI,MO,"JOHNSON, GARY",LIBERTARIAN,FALSE,97359,2808605
2016,MISSOURI,MO,"STEIN, JILL",OTHER,FALSE,25419,2808605
2016,MISSOURI,MO,"CASTLE, DARRELL L.",OTHER,FALSE,13092,2808605
2016,MISSOURI,MO,,OTHER,TRUE,7156,2808605
2016,MONTANA,MT,"TRUMP, DONALD J.",REPUBLICAN,FALSE,279240,494526
2016,MONTANA,MT,"CLINTON, HILLARY",DEMOCRAT,FALSE,177709,494526
2016,MONTANA,MT,"JOHNSON, GARY",LIBERTARIAN,FALSE,28037,494526
2016,MONTANA,MT,"STEIN, JILL",OTHER,FALSE,7970,494526
2016,MONTANA,MT,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1570,494526
2016,NEBRASKA,NE,"TRUMP, DONALD J.",REPUBLICAN,FALSE,495961,844227
2016,NEBRASKA,NE,"CLINTON, HILLARY",DEMOCRAT,FALSE,284494,844227
2016,NEBRASKA,NE,"JOHNSON, GARY",LIBERTARIAN,FALSE,38946,844227
2016,NEBRASKA,NE,,OTHER,TRUE,16051,844227
2016,NEBRASKA,NE,"STEIN, JILL",OTHER,FALSE,8775,844227
2016,NEVADA,NV,"CLINTON, HILLARY",DEMOCRAT,FALSE,539260,1125385
2016,NEVADA,NV,"TRUMP, DONALD J.",REPUBLICAN,FALSE,512058,1125385
2016,NEVADA,NV,"JOHNSON, GARY",LIBERTARIAN,FALSE,37384,1125385
2016,NEVADA,NV,NONE OF THE ABOVE,OTHER,FALSE,28863,1125385
2016,NEVADA,NV,"KOPITKE, KYLE KENLEY",OTHER,FALSE,5268,1125385
2016,NEVADA,NV,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,2552,1125385
2016,NEW HAMPSHIRE,NH,"CLINTON, HILLARY",DEMOCRAT,FALSE,348526,744296
2016,NEW HAMPSHIRE,NH,"TRUMP, DONALD J.",REPUBLICAN,FALSE,345790,744296
2016,NEW HAMPSHIRE,NH,"JOHNSON, GARY",LIBERTARIAN,FALSE,30777,744296
2016,NEW HAMPSHIRE,NH,,OTHER,TRUE,9618,744296
2016,NEW HAMPSHIRE,NH,"STEIN, JILL",OTHER,FALSE,6496,744296
2016,NEW HAMPSHIRE,NH,SCATTERING,OTHER,TRUE,2411,744296
2016,NEW HAMPSHIRE,NH,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,678,744296
2016,NEW JERSEY,NJ,"CLINTON, HILLARY",DEMOCRAT,FALSE,2148278,3874046
2016,NEW JERSEY,NJ,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1601933,3874046
2016,NEW JERSEY,NJ,"JOHNSON, GARY",LIBERTARIAN,FALSE,72477,3874046
2016,NEW JERSEY,NJ,"STEIN, JILL",OTHER,FALSE,37772,3874046
2016,NEW JERSEY,NJ,"CASTLE, DARRELL L.",OTHER,FALSE,6161,3874046
2016,NEW JERSEY,NJ,"KENNEDY, ALYSON",OTHER,FALSE,2156,3874046
2016,NEW JERSEY,NJ,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1838,3874046
2016,NEW JERSEY,NJ,"MOOREHEAD, MONICA",OTHER,FALSE,1749,3874046
2016,NEW JERSEY,NJ,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,1682,3874046
2016,NEW MEXICO,NM,"CLINTON, HILLARY",DEMOCRAT,FALSE,385234,798319
2016,NEW MEXICO,NM,"TRUMP, DONALD J.",REPUBLICAN,FALSE,319667,798319
2016,NEW MEXICO,NM,"JOHNSON, GARY",LIBERTARIAN,FALSE,74541,798319
2016,NEW MEXICO,NM,"STEIN, JILL",OTHER,FALSE,9879,798319
2016,NEW MEXICO,NM,"MCMULLIN, EVAN",OTHER,FALSE,5825,798319
2016,NEW MEXICO,NM,"CASTLE, DARRELL L.",OTHER,FALSE,1514,798319
2016,NEW MEXICO,NM,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,1184,798319
2016,NEW MEXICO,NM,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,475,798319
2016,NEW YORK,NY,"CLINTON, HILLARY",DEMOCRAT,FALSE,4379789,7802084
2016,NEW YORK,NY,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2527142,7802084
2016,NEW YORK,NY,"TRUMP, DONALD J.",OTHER,FALSE,292392,7802084
2016,NEW YORK,NY,"CLINTON, HILLARY",OTHER,FALSE,140041,7802084
2016,NEW YORK,NY,"JOHNSON, GARY",OTHER,FALSE,119156,7802084
2016,NEW YORK,NY,"STEIN, JILL",OTHER,FALSE,107934,7802084
2016,NEW YORK,NY,BLANK VOTE,OTHER,FALSE,77179,7802084
2016,NEW YORK,NY,"JOHNSON, GARY",LIBERTARIAN,FALSE,57442,7802084
2016,NEW YORK,NY,SCATTERING,OTHER,FALSE,48447,7802084
2016,NEW YORK,NY,"CLINTON, HILLARY",OTHER,FALSE,36294,7802084
2016,NEW YORK,NY,,OTHER,TRUE,12816,7802084
2016,NEW YORK,NY,VOID VOTE,OTHER,FALSE,3452,7802084
2016,NORTH CAROLINA,NC,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2362631,4741564
2016,NORTH CAROLINA,NC,"CLINTON, HILLARY",DEMOCRAT,FALSE,2189316,4741564
2016,NORTH CAROLINA,NC,"JOHNSON, GARY",LIBERTARIAN,FALSE,130126,4741564
2016,NORTH CAROLINA,NC,SCATTERING,OTHER,TRUE,47386,4741564
2016,NORTH CAROLINA,NC,,OTHER,TRUE,12105,4741564
2016,NORTH DAKOTA,ND,"TRUMP, DONALD J.",REPUBLICAN,FALSE,216794,344360
2016,NORTH DAKOTA,ND,"CLINTON, HILLARY",DEMOCRAT,FALSE,93758,344360
2016,NORTH DAKOTA,ND,"JOHNSON, GARY",LIBERTARIAN,FALSE,21434,344360
2016,NORTH DAKOTA,ND,,OTHER,TRUE,6397,344360
2016,NORTH DAKOTA,ND,"STEIN, JILL",OTHER,FALSE,3780,344360
2016,NORTH DAKOTA,ND,"CASTLE, DARRELL L.",OTHER,FALSE,1833,344360
2016,NORTH DAKOTA,ND,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,364,344360
2016,OHIO,OH,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2841005,5496487
2016,OHIO,OH,"CLINTON, HILLARY",DEMOCRAT,FALSE,2394164,5496487
2016,OHIO,OH,,OTHER,FALSE,198733,5496487
2016,OHIO,OH,"STEIN, JILL",OTHER,FALSE,46271,5496487
2016,OHIO,OH,,OTHER,TRUE,16314,5496487
2016,OKLAHOMA,OK,"TRUMP, DONALD J.",REPUBLICAN,FALSE,949136,1452992
2016,OKLAHOMA,OK,"CLINTON, HILLARY",DEMOCRAT,FALSE,420375,1452992
2016,OKLAHOMA,OK,"JOHNSON, GARY",LIBERTARIAN,FALSE,83481,1452992
2016,OREGON,OR,"CLINTON, HILLARY",DEMOCRAT,FALSE,1002106,2001336
2016,OREGON,OR,"TRUMP, DONALD J.",REPUBLICAN,FALSE,782403,2001336
2016,OREGON,OR,"JOHNSON, GARY",LIBERTARIAN,FALSE,94231,2001336
2016,OREGON,OR,OTHER,OTHER,FALSE,72594,2001336
2016,OREGON,OR,"STEIN, JILL",OTHER,FALSE,50002,2001336
2016,PENNSYLVANIA,PA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2970733,6115402
2016,PENNSYLVANIA,PA,"CLINTON, HILLARY",DEMOCRAT,FALSE,2926441,6115402
2016,PENNSYLVANIA,PA,"JOHNSON, GARY",LIBERTARIAN,FALSE,146715,6115402
2016,PENNSYLVANIA,PA,"STEIN, JILL",OTHER,FALSE,49941,6115402
2016,PENNSYLVANIA,PA,"CASTLE, DARRELL L.",OTHER,FALSE,21572,6115402
2016,RHODE ISLAND,RI,"CLINTON, HILLARY",DEMOCRAT,FALSE,252525,464144
2016,RHODE ISLAND,RI,"TRUMP, DONALD J.",REPUBLICAN,FALSE,180543,464144
2016,RHODE ISLAND,RI,"JOHNSON, GARY",LIBERTARIAN,FALSE,14746,464144
2016,RHODE ISLAND,RI,,OTHER,TRUE,9439,464144
2016,RHODE ISLAND,RI,"STEIN, JILL",OTHER,FALSE,6220,464144
2016,RHODE ISLAND,RI,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,671,464144
2016,SOUTH CAROLINA,SC,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1155389,2103027
2016,SOUTH CAROLINA,SC,"CLINTON, HILLARY",DEMOCRAT,FALSE,855373,2103027
2016,SOUTH CAROLINA,SC,"JOHNSON, GARY",LIBERTARIAN,FALSE,49204,2103027
2016,SOUTH CAROLINA,SC,"MCMULLIN, EVAN",OTHER,FALSE,21016,2103027
2016,SOUTH CAROLINA,SC,"STEIN, JILL",OTHER,FALSE,13034,2103027
2016,SOUTH CAROLINA,SC,"CASTLE, DARRELL L.",OTHER,FALSE,5765,2103027
2016,SOUTH CAROLINA,SC,"SKEWES, PETER",OTHER,FALSE,3246,2103027
2016,SOUTH DAKOTA,SD,"TRUMP, DONALD J.",REPUBLICAN,FALSE,227721,370093
2016,SOUTH DAKOTA,SD,"CLINTON, HILLARY",DEMOCRAT,FALSE,117458,370093
2016,SOUTH DAKOTA,SD,"JOHNSON, GARY",LIBERTARIAN,FALSE,20850,370093
2016,SOUTH DAKOTA,SD,"CASTLE, DARRELL L.",OTHER,FALSE,4064,370093
2016,TENNESSEE,TN,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1522925,2508027
2016,TENNESSEE,TN,"CLINTON, HILLARY",DEMOCRAT,FALSE,870695,2508027
2016,TENNESSEE,TN,,OTHER,FALSE,100618,2508027
2016,TENNESSEE,TN,,OTHER,TRUE,13789,2508027
2016,TEXAS,TX,"TRUMP, DONALD J.",REPUBLICAN,FALSE,4685047,8969226
2016,TEXAS,TX,"CLINTON, HILLARY",DEMOCRAT,FALSE,3877868,8969226
2016,TEXAS,TX,"JOHNSON, GARY",LIBERTARIAN,FALSE,283492,8969226
2016,TEXAS,TX,"STEIN, JILL",OTHER,FALSE,71558,8969226
2016,TEXAS,TX,,OTHER,TRUE,51261,8969226
2016,UTAH,UT,"TRUMP, DONALD J.",REPUBLICAN,FALSE,515211,1131317
2016,UTAH,UT,"CLINTON, HILLARY",DEMOCRAT,FALSE,310674,1131317
2016,UTAH,UT,"MCMULLIN, EVAN",OTHER,FALSE,255060,1131317
2016,UTAH,UT,"JOHNSON, GARY",LIBERTARIAN,FALSE,39608,1131317
2016,UTAH,UT,"CASTLE, DARRELL L.",OTHER,FALSE,8032,1131317
2016,UTAH,UT,"KOPITKE, KYLE KENLEY",OTHER,FALSE,2732,1131317
2016,VERMONT,VT,"CLINTON, HILLARY",DEMOCRAT,FALSE,178573,320467
2016,VERMONT,VT,"TRUMP, DONALD J.",REPUBLICAN,FALSE,95369,320467
2016,VERMONT,VT,,OTHER,TRUE,22899,320467
2016,VERMONT,VT,"JOHNSON, GARY",LIBERTARIAN,FALSE,10078,320467
2016,VERMONT,VT,"STEIN, JILL",OTHER,FALSE,6758,320467
2016,VERMONT,VT,BLANK VOTE,OTHER,FALSE,4574,320467
2016,VERMONT,VT,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1063,320467
2016,VERMONT,VT,VOID VOTE,OTHER,FALSE,826,320467
2016,VERMONT,VT,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,327,320467
2016,VIRGINIA,VA,"CLINTON, HILLARY",DEMOCRAT,FALSE,1981473,3982752
2016,VIRGINIA,VA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1769443,3982752
2016,VIRGINIA,VA,"JOHNSON, GARY",LIBERTARIAN,FALSE,118274,3982752
2016,VIRGINIA,VA,"MCMULLIN, EVAN",OTHER,FALSE,54054,3982752
2016,VIRGINIA,VA,,OTHER,TRUE,31870,3982752
2016,VIRGINIA,VA,"STEIN, JILL",OTHER,FALSE,27638,3982752
2016,WASHINGTON,WA,"CLINTON, HILLARY",DEMOCRAT,FALSE,1742718,3317019
2016,WASHINGTON,WA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1221747,3317019
2016,WASHINGTON,WA,"JOHNSON, GARY",LIBERTARIAN,FALSE,160879,3317019
2016,WASHINGTON,WA,,OTHER,TRUE,107805,3317019
2016,WASHINGTON,WA,"STEIN, JILL",OTHER,FALSE,58417,3317019
2016,WASHINGTON,WA,"CASTLE, DARRELL L.",OTHER,FALSE,17623,3317019
2016,WASHINGTON,WA,"KENNEDY, ALYSON",OTHER,FALSE,4307,3317019
2016,WASHINGTON,WA,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,3523,3317019
2016,WEST VIRGINIA,WV,"TRUMP, DONALD J.",REPUBLICAN,FALSE,489371,713051
2016,WEST VIRGINIA,WV,"CLINTON, HILLARY",DEMOCRAT,FALSE,188794,713051
2016,WEST VIRGINIA,WV,"JOHNSON, GARY",LIBERTARIAN,FALSE,23004,713051
2016,WEST VIRGINIA,WV,"STEIN, JILL",OTHER,FALSE,8075,713051
2016,WEST VIRGINIA,WV,"CASTLE, DARRELL L.",OTHER,FALSE,3807,713051
2016,WISCONSIN,WI,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1405284,2976150
2016,WISCONSIN,WI,"CLINTON, HILLARY",DEMOCRAT,FALSE,1382536,2976150
2016,WISCONSIN,WI,"JOHNSON, GARY",LIBERTARIAN,FALSE,106674,2976150
2016,WISCONSIN,WI,"STEIN, JILL",OTHER,FALSE,31072,2976150
2016,WISCONSIN,WI,SCATTERING,OTHER,FALSE,22764,2976150
2016,WISCONSIN,WI,,OTHER,TRUE,12386,2976150
2016,WISCONSIN,WI,"CASTLE, DARRELL L.",OTHER,FALSE,12162,2976150
2016,WISCONSIN,WI,"MOOREHEAD, MONICA",OTHER,FALSE,1770,2976150
2016,WISCONSIN,WI,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1502,2976150
2016,WYOMING,WY,"TRUMP, DONALD J.",REPUBLICAN,FALSE,174419,258788
2016,WYOMING,WY,"CLINTON, HILLARY",DEMOCRAT,FALSE,55973,258788
2016,WYOMING,WY,"JOHNSON, GARY",LIBERTARIAN,FALSE,13287,258788
2016,WYOMING,WY,,OTHER,TRUE,6904,258788
2016,WYOMING,WY,,OTHER,FALSE,3224,258788
2016,WYOMING,WY,BLANK VOTE,OTHER,FALSE,2661,258788
2016,WYOMING,WY,"CASTLE, DARRELL L.",OTHER,FALSE,2042,258788
2016,WYOMING,WY,OVER VOTE,OTHER,FALSE,278,258788
2020,ALABAMA,AL,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,849624,2323282
2020,ALABAMA,AL,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1441170,2323282
2020,ALABAMA,AL,"JORGENSEN, JO",LIBERTARIAN,FALSE,25176,2323282
2020,ALABAMA,AL,,OTHER,TRUE,7312,2323282
2020,ALASKA,AK,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,153778,359530
2020,ALASKA,AK,"TRUMP, DONALD J.",REPUBLICAN,FALSE,189951,359530
2020,ALASKA,AK,"JORGENSEN, JO",LIBERTARIAN,FALSE,8897,359530
2020,ALASKA,AK,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,318,359530
2020,ALASKA,AK,"PIERCE, BROCK",OTHER,FALSE,825,359530
2020,ALASKA,AK,"JANOS, JAMES G. ""JESSE VENTURA""",OTHER,FALSE,2673,359530
2020,ALASKA,AK,"BLANKENSHIP, DON",OTHER,FALSE,1127,359530
2020,ALASKA,AK,,OTHER,TRUE,1961,359530
2020,ARIZONA,AZ,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1672143,3387326
2020,ARIZONA,AZ,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1661686,3387326
2020,ARIZONA,AZ,"JORGENSEN, JO",LIBERTARIAN,FALSE,51465,3387326
2020,ARIZONA,AZ,"LA RIVA, GLORIA ESTELLA",OTHER,TRUE,190,3387326
2020,ARIZONA,AZ,"CUMMINGS, DANIEL CLYDE",OTHER,TRUE,36,3387326
2020,ARIZONA,AZ,"SIMMONS, JADE",OTHER,TRUE,236,3387326
2020,ARIZONA,AZ,"BODDIE, R. PRESIDENT",OTHER,TRUE,13,3387326
2020,ARIZONA,AZ,"HAWKINS, HOWIE",OTHER,TRUE,1557,3387326
2020,ARKANSAS,AR,"CARROLL, BRIAN",OTHER,FALSE,1713,1219069
2020,ARKANSAS,AR,"BLANKENSHIP, DON",OTHER,FALSE,2108,1219069
2020,ARKANSAS,AR,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,423932,1219069
2020,ARKANSAS,AR,"HAWKINS, HOWIE",OTHER,FALSE,2980,1219069
2020,ARKANSAS,AR,"PIERCE, BROCK",OTHER,FALSE,2141,1219069
2020,ARKANSAS,AR,"GAMMON, C. L.",OTHER,FALSE,1475,1219069
2020,ARKANSAS,AR,"WEST, KANYE",OTHER,FALSE,4099,1219069
2020,ARKANSAS,AR,"COLLINS, PHIL",OTHER,FALSE,2812,1219069
2020,ARKANSAS,AR,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1321,1219069
2020,ARKANSAS,AR,"JORGENSEN, JO",LIBERTARIAN,FALSE,13133,1219069
2020,ARKANSAS,AR,"MYERS, JOHN RICHARD",OTHER,FALSE,1372,1219069
2020,ARKANSAS,AR,"TRUMP, DONALD J.",REPUBLICAN,FALSE,760647,1219069
2020,ARKANSAS,AR,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,1336,1219069
2020,CALIFORNIA,CA,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,11110250,17500881
2020,CALIFORNIA,CA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,6006429,17500881
2020,CALIFORNIA,CA,"JORGENSEN, JO",LIBERTARIAN,FALSE,187895,17500881
2020,CALIFORNIA,CA,"HAWKINS, HOWIE",OTHER,FALSE,81029,17500881
2020,CALIFORNIA,CA,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,60160,17500881
2020,CALIFORNIA,CA,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,51037,17500881
2020,CALIFORNIA,CA,"CARROLL, BRIAN",OTHER,TRUE,2605,17500881
2020,CALIFORNIA,CA,"JANOS, JAMES G. ""JESSE VENTURA""",OTHER,TRUE,611,17500881
2020,CALIFORNIA,CA,MARK CHARLES,OTHER,TRUE,559,17500881
2020,CALIFORNIA,CA,"PIERCE, BROCK",OTHER,TRUE,185,17500881
2020,CALIFORNIA,CA,JOSEPH KISHORE,OTHER,TRUE,121,17500881
2020,COLORADO,CO,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1804352,3279980
2020,COLORADO,CO,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1364607,3279980
2020,COLORADO,CO,"JORGENSEN, JO",LIBERTARIAN,FALSE,52460,3279980
2020,COLORADO,CO,"HAWKINS, HOWIE",OTHER,FALSE,8986,3279980
2020,COLORADO,CO,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,1035,3279980
2020,COLORADO,CO,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,636,3279980
2020,COLORADO,CO,"PIERCE, BROCK",OTHER,FALSE,572,3279980
2020,COLORADO,CO,"WEST, KANYE",OTHER,FALSE,8089,3279980
2020,COLORADO,CO,"BLANKENSHIP, DON",OTHER,FALSE,5061,3279980
2020,COLORADO,CO,"HAMMONS, BILL",OTHER,FALSE,2730,3279980
2020,COLORADO,CO,"HUBER, BLAKE",OTHER,FALSE,355,3279980
2020,COLORADO,CO,"CARROLL, BRIAN",OTHER,FALSE,25515,3279980
2020,COLORADO,CO,"CHARLES, MARK",OTHER,FALSE,2011,3279980
2020,COLORADO,CO,"COLLINS, PHIL",OTHER,FALSE,568,3279980
2020,COLORADO,CO,"HUNTER, PHIL",OTHER,FALSE,379,3279980
2020,COLORADO,CO,"JACOB?FAMBRO, PRINCESS KHADIJAH MARYAM",OTHER,FALSE,495,3279980
2020,COLORADO,CO,"KENNEDY, ALYSON",OTHER,FALSE,354,3279980
2020,COLORADO,CO,"KISHORE, JOSEPH",OTHER,FALSE,196,3279980
2020,COLORADO,CO,"KOPITKE, KYLE KENLEY",OTHER,FALSE,762,3279980
2020,COLORADO,CO,"MCHUGH, JOE",OTHER,FALSE,614,3279980
2020,COLORADO,CO,"SCOTT, JORDAN ""CANCER""",OTHER,FALSE,175,3279980
2020,COLORADO,CO,"CELLA, TODD",OTHER,FALSE,4,3279980
2020,COLORADO,CO,"HOEFLING, TOM",OTHER,FALSE,24,3279980
2020,CONNECTICUT,CT,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1080831,1823857
2020,CONNECTICUT,CT,"TRUMP, DONALD J.",REPUBLICAN,FALSE,714717,1823857
2020,CONNECTICUT,CT,"JORGENSEN, JO",LIBERTARIAN,FALSE,20230,1823857
2020,CONNECTICUT,CT,"HAWKINS, HOWIE",OTHER,FALSE,7538,1823857
2020,CONNECTICUT,CT,"CARROLL, BRIAN",OTHER,TRUE,219,1823857
2020,CONNECTICUT,CT,"CHARLES, MARK",OTHER,TRUE,11,1823857
2020,CONNECTICUT,CT,"KLOJZY, JEFFREY J.",OTHER,TRUE,0,1823857
2020,CONNECTICUT,CT,"WEINSTEIN, KARYNN KRILL",OTHER,TRUE,1,1823857
2020,CONNECTICUT,CT,"WELLS, KASEY",OTHER,TRUE,6,1823857
2020,CONNECTICUT,CT,"SIMMONS, MARY RUTH CARO",OTHER,TRUE,2,1823857
2020,CONNECTICUT,CT,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,TRUE,13,1823857
2020,CONNECTICUT,CT,"HOWARD, SHAWN W.",OTHER,TRUE,12,1823857
2020,CONNECTICUT,CT,"SIMMONS, JADE",OTHER,TRUE,22,1823857
2020,CONNECTICUT,CT,"WEST, KANYE",OTHER,TRUE,255,1823857
2020,DELAWARE,DE,"BELLAR, BARBARA",OTHER,TRUE,7,504346
2020,DELAWARE,DE,"CARROLL, BRIAN",OTHER,TRUE,87,504346
2020,DELAWARE,DE,"PIERCE, BROCK",OTHER,TRUE,5,504346
2020,DELAWARE,DE,"ROUSE, DEBORAH",OTHER,TRUE,1,504346
2020,DELAWARE,DE,"BALL, DENNIS ANDREW",OTHER,TRUE,3,504346
2020,DELAWARE,DE,"LA RIVA, GLORIA ESTELLA",OTHER,TRUE,14,504346
2020,DELAWARE,DE,"SIMMONS, JADE",OTHER,TRUE,28,504346
2020,DELAWARE,DE,"WEST, KANYE",OTHER,TRUE,169,504346
2020,DELAWARE,DE,"WELLS, KASEY",OTHER,TRUE,1,504346
2020,DELAWARE,DE,"GIBSON, KATHRYN",OTHER,TRUE,1,504346
2020,DELAWARE,DE,"CHARLES, MARK",OTHER,TRUE,8,504346
2020,DELAWARE,DE,"WILLIAMS, MITCHELL",OTHER,TRUE,2,504346
2020,DELAWARE,DE,"BODDIE, R. PRESIDENT",OTHER,TRUE,1,504346
2020,DELAWARE,DE,"JACOB?FAMBRO, PRINCESS KHADIJAH MARYAM",OTHER,TRUE,2,504346
2020,DELAWARE,DE,"HOWARD, SHAWN W.",OTHER,TRUE,4,504346
2020,DELAWARE,DE,"CELLA, TODD",OTHER,TRUE,2,504346
2020,DELAWARE,DE,"HOEFLING, TOM",OTHER,TRUE,1,504346
2020,DELAWARE,DE,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,296268,504346
2020,DELAWARE,DE,"TRUMP, DONALD J.",REPUBLICAN,FALSE,200603,504346
2020,DELAWARE,DE,"JORGENSEN, JO",LIBERTARIAN,FALSE,5000,504346
2020,DELAWARE,DE,"HAWKINS, HOWIE",OTHER,FALSE,2139,504346
2020,DISTRICT OF COLUMBIA,DC,"BIDEN, JOSEPH R. JR",DEMOCRAT,TRUE,317323,344356
2020,DISTRICT OF COLUMBIA,DC,"TRUMP, DONALD J.",REPUBLICAN,TRUE,18586,344356
2020,DISTRICT OF COLUMBIA,DC,"JORGENSEN, JO",LIBERTARIAN,TRUE,2036,344356
2020,DISTRICT OF COLUMBIA,DC,"HAWKINS, HOWIE",OTHER,TRUE,1726,344356
2020,DISTRICT OF COLUMBIA,DC,"LA RIVA, GLORIA ESTELLA",OTHER,TRUE,855,344356
2020,DISTRICT OF COLUMBIA,DC,,OTHER,TRUE,3137,344356
2020,DISTRICT OF COLUMBIA,DC,"PIERCE, BROCK",OTHER,FALSE,693,344356
2020,FLORIDA,FL,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,5297045,11067456
2020,FLORIDA,FL,"TRUMP, DONALD J.",REPUBLICAN,FALSE,5668731,11067456
2020,FLORIDA,FL,"JORGENSEN, JO",LIBERTARIAN,FALSE,70324,11067456
2020,FLORIDA,FL,"HAWKINS, HOWIE",OTHER,FALSE,14721,11067456
2020,FLORIDA,FL,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,5712,11067456
2020,FLORIDA,FL,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,5966,11067456
2020,FLORIDA,FL,"HOWARD, SHAWN W.",OTHER,TRUE,9,11067456
2020,FLORIDA,FL,"BLANKENSHIP, DON",OTHER,FALSE,3902,11067456
2020,FLORIDA,FL,"WELLS, KASEY",OTHER,TRUE,8,11067456
2020,FLORIDA,FL,"WALLS-WINDHAUSER, ANGELA",OTHER,TRUE,2,11067456
2020,FLORIDA,FL,"SIMMONS, JADE",OTHER,TRUE,181,11067456
2020,FLORIDA,FL,"CARROLL, BRIAN",OTHER,TRUE,854,11067456
2020,FLORIDA,FL,"LABOCH, MICHAEL",OTHER,TRUE,1,11067456
2020,GEORGIA,GA,"BELLAR, BARBARA",OTHER,TRUE,10,4999960
2020,GEORGIA,GA,"CARROLL, BRIAN",OTHER,TRUE,701,4999960
2020,GEORGIA,GA,"BYRNE, DAVID",OTHER,TRUE,6,4999960
2020,GEORGIA,GA,"ROUSE, DEBORAH",OTHER,TRUE,1,4999960
2020,GEORGIA,GA,"BLANKENSHIP, DON",OTHER,TRUE,61,4999960
2020,GEORGIA,GA,"LA RIVA, GLORIA ESTELLA",OTHER,TRUE,159,4999960
2020,GEORGIA,GA,"HAWKINS, HOWIE",OTHER,TRUE,1013,4999960
2020,GEORGIA,GA,"SIMMONS, JADE",OTHER,TRUE,181,4999960
2020,GEORGIA,GA,"WELLS, KASEY",OTHER,TRUE,6,4999960
