year,state,state_po,candidate,party_simplified,writein,candidate_votes,total_votes
2020,GEORGIA,GA,"GIBSON, KATHRYN",OTHER,TRUE,2,4999960
2020,GEORGIA,GA,"COLLINS, LOREN",OTHER,TRUE,11,4999960
2020,GEORGIA,GA,"CHARLES, MARK",OTHER,TRUE,65,4999960
2020,GEORGIA,GA,"SHERRILL, PETER",OTHER,TRUE,8,4999960
2020,GEORGIA,GA,"BODDIE, R. PRESIDENT",OTHER,TRUE,8,4999960
2020,GEORGIA,GA,"JACOB?FAMBRO, PRINCESS KHADIJAH MARYAM",OTHER,TRUE,7,4999960
2020,GEORGIA,GA,"HOWARD, SHAWN W.",OTHER,TRUE,5,4999960
2020,GEORGIA,GA,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2473633,4999960
2020,GEORGIA,GA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2461854,4999960
2020,GEORGIA,GA,"JORGENSEN, JO",LIBERTARIAN,FALSE,62229,4999960
2020,HAWAII,HI,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,366130,579784
2020,HAWAII,HI,"TRUMP, DONALD J.",REPUBLICAN,FALSE,196864,579784
2020,HAWAII,HI,"JORGENSEN, JO",LIBERTARIAN,FALSE,5539,579784
2020,HAWAII,HI,"HAWKINS, HOWIE",OTHER,FALSE,3822,579784
2020,HAWAII,HI,"PIERCE, BROCK",OTHER,FALSE,1183,579784
2020,HAWAII,HI,"BLANKENSHIP, DON",OTHER,FALSE,931,579784
2020,HAWAII,HI,BLANK VOTES,OTHER,FALSE,4927,579784
2020,HAWAII,HI,OVERVOTES,OTHER,FALSE,388,579784
2020,IDAHO,ID,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,287021,868014
2020,IDAHO,ID,"TRUMP, DONALD J.",REPUBLICAN,FALSE,554119,868014
2020,IDAHO,ID,"JORGENSEN, JO",LIBERTARIAN,FALSE,16404,868014
2020,IDAHO,ID,"HAWKINS, HOWIE",OTHER,TRUE,407,868014
2020,IDAHO,ID,"PIERCE, BROCK",OTHER,FALSE,2808,868014
2020,IDAHO,ID,"BLANKENSHIP, DON",OTHER,FALSE,1886,868014
2020,IDAHO,ID,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1491,868014
2020,IDAHO,ID,"WEST, KANYE",OTHER,FALSE,3632,868014
2020,IDAHO,ID,"LA RIVA, GLORIA ESTELLA",OTHER,TRUE,49,868014
2020,IDAHO,ID,"CARROLL, BRIAN",OTHER,TRUE,163,868014
2020,IDAHO,ID,"CELLA, TODD",OTHER,TRUE,1,868014
2020,IDAHO,ID,"FRANKLIN, CHRIS",OTHER,TRUE,1,868014
2020,IDAHO,ID,"HOEFLING, TOM",OTHER,TRUE,7,868014
2020,IDAHO,ID,"HOWARD, SHAWN W.",OTHER,TRUE,4,868014
2020,IDAHO,ID,"SIMMONS, JADE",OTHER,TRUE,21,868014
2020,ILLINOIS,IL,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,3471915,6033743
2020,ILLINOIS,IL,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2446891,6033743
2020,ILLINOIS,IL,"JORGENSEN, JO",LIBERTARIAN,FALSE,66544,6033743
2020,ILLINOIS,IL,"HAWKINS, HOWIE",OTHER,FALSE,30494,6033743
2020,ILLINOIS,IL,"CARROLL, BRIAN",OTHER,FALSE,9548,6033743
2020,ILLINOIS,IL,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,8046,6033743
2020,ILLINOIS,IL,"FARNEY, JOHN",OTHER,TRUE,84,6033743
2020,ILLINOIS,IL,"SIMMONS, JADE",OTHER,TRUE,78,6033743
2020,ILLINOIS,IL,MARK CHARLES,OTHER,TRUE,75,6033743
2020,ILLINOIS,IL,"WELLS, KASEY",OTHER,TRUE,18,6033743
2020,ILLINOIS,IL,"BLANKENSHIP, DON",OTHER,TRUE,18,6033743
2020,ILLINOIS,IL,"WILLIAMS JR., ANDY",OTHER,TRUE,8,6033743
2020,ILLINOIS,IL,"BELLAR, BARBARA",OTHER,TRUE,7,6033743
2020,ILLINOIS,IL,"KISHORE, JOSEPH",OTHER,TRUE,5,6033743
2020,ILLINOIS,IL,"MCKEE, KEVIN",OTHER,TRUE,4,6033743
2020,ILLINOIS,IL,"COLLINS, PHIL",OTHER,TRUE,3,6033743
2020,ILLINOIS,IL,"STRUCK, JAMES TIMOTHY",OTHER,TRUE,2,6033743
2020,ILLINOIS,IL,"ROUSE, DEBORAH",OTHER,TRUE,1,6033743
2020,ILLINOIS,IL,"HIGGS, JEREMY",OTHER,TRUE,1,6033743
2020,ILLINOIS,IL,"SIMMONS, MARY RUTH CARO",OTHER,TRUE,1,6033743
2020,INDIANA,IN,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1242416,3033118
2020,INDIANA,IN,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1729519,3033118
2020,INDIANA,IN,"JORGENSEN, JO",LIBERTARIAN,FALSE,59232,3033118
2020,INDIANA,IN,"HAWKINS, HOWIE",OTHER,TRUE,988,3033118
2020,INDIANA,IN,"CARROLL, BRIAN",OTHER,TRUE,893,3033118
2020,INDIANA,IN,"HOWARD, SHAWN W.",OTHER,TRUE,23,3033118
2020,INDIANA,IN,"MCCRAY, VALERIE",OTHER,TRUE,17,3033118
2020,INDIANA,IN,"SCHRINER, JOE",OTHER,TRUE,13,3033118
2020,INDIANA,IN,JOHNSON JR. JAMES L.,OTHER,TRUE,5,3033118
2020,INDIANA,IN,"ROUSE, DEBORAH",OTHER,TRUE,4,3033118
2020,INDIANA,IN,"WILLIAMS, MITCHELL",OTHER,TRUE,4,3033118
2020,INDIANA,IN,"STRIED, CHRISTOPHER",OTHER,TRUE,2,3033118
2020,INDIANA,IN,"F, RANDALL",OTHER,TRUE,1,3033118
2020,INDIANA,IN,"WELLS, KASEY",OTHER,TRUE,1,3033118
2020,IOWA,IA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,897672,1700130
2020,IOWA,IA,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,759061,1700130
2020,IOWA,IA,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1082,1700130
2020,IOWA,IA,"BLANKENSHIP, DON",OTHER,FALSE,1707,1700130
2020,IOWA,IA,"KING, RICKI SUE",OTHER,FALSE,546,1700130
2020,IOWA,IA,"HAWKINS, HOWIE",OTHER,FALSE,3075,1700130
2020,IOWA,IA,"JORGENSEN, JO",LIBERTARIAN,FALSE,19637,1700130
2020,IOWA,IA,"PIERCE, BROCK",OTHER,FALSE,544,1700130
2020,IOWA,IA,"WEST, KANYE",OTHER,FALSE,3210,1700130
2020,IOWA,IA,,OTHER,TRUE,4337,1700130
2020,IOWA,IA,UNDERVOTES,OTHER,FALSE,6614,1700130
2020,IOWA,IA,OVERVOTES,OTHER,FALSE,2645,1700130
2020,KANSAS,KS,"TRUMP, DONALD J.",REPUBLICAN,FALSE,771406,1372303
2020,KANSAS,KS,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,570323,1372303
2020,KANSAS,KS,"JORGENSEN, JO",LIBERTARIAN,FALSE,30574,1372303
2020,KENTUCKY,KY,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1326646,2136768
2020,KENTUCKY,KY,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,772474,2136768
2020,KENTUCKY,KY,"JORGENSEN, JO",LIBERTARIAN,FALSE,26234,2136768
2020,KENTUCKY,KY,"WEST, KANYE",OTHER,FALSE,6483,2136768
2020,KENTUCKY,KY,"PIERCE, BROCK",OTHER,FALSE,3599,2136768
2020,KENTUCKY,KY,"HAWKINS, HOWIE",OTHER,TRUE,716,2136768
2020,KENTUCKY,KY,"CARROLL, BRIAN",OTHER,TRUE,408,2136768
2020,KENTUCKY,KY,"LA RIVA, GLORIA ESTELLA",OTHER,TRUE,98,2136768
2020,KENTUCKY,KY,"CHARLES, MARK",OTHER,TRUE,43,2136768
2020,KENTUCKY,KY,"SIMMONS, JADE",OTHER,TRUE,29,2136768
2020,KENTUCKY,KY,"HOEFLING, TOM",OTHER,TRUE,20,2136768
2020,KENTUCKY,KY,"HOWARD, SHAWN W.",OTHER,TRUE,9,2136768
2020,KENTUCKY,KY,"BODDIE, R. PRESIDENT",OTHER,TRUE,7,2136768
2020,KENTUCKY,KY,"WELLS, KASEY",OTHER,TRUE,1,2136768
2020,KENTUCKY,KY,"STEVENS, TIMOTHY ALLEN",OTHER,TRUE,1,2136768
2020,LOUISIANA,LA,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,856034,2148062
2020,LOUISIANA,LA,"JORGENSEN, JO",LIBERTARIAN,FALSE,21645,2148062
2020,LOUISIANA,LA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1255776,2148062
2020,LOUISIANA,LA,"CARROLL, BRIAN",OTHER,FALSE,2497,2148062
2020,LOUISIANA,LA,JADE SIMMONS,OTHER,FALSE,1626,2148062
2020,LOUISIANA,LA,"BODDIE, R. PRESIDENT",OTHER,FALSE,1125,2148062
2020,LOUISIANA,LA,"BLANKENSHIP, DON",OTHER,FALSE,860,2148062
2020,LOUISIANA,LA,"PIERCE, BROCK",OTHER,FALSE,749,2148062
2020,LOUISIANA,LA,"HOEFLING, TOM",OTHER,FALSE,668,2148062
2020,LOUISIANA,LA,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,987,2148062
2020,LOUISIANA,LA,"KENNEDY, ALYSON",OTHER,FALSE,536,2148062
2020,LOUISIANA,LA,"WEST, KANYE",OTHER,FALSE,4897,2148062
2020,LOUISIANA,LA,"HAMMONS, BILL",OTHER,FALSE,662,2148062
2020,MAINE,ME,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,435072,828305
2020,MAINE,ME,"JORGENSEN, JO",LIBERTARIAN,FALSE,14152,828305
2020,MAINE,ME,"TRUMP, DONALD J.",REPUBLICAN,FALSE,360737,828305
2020,MAINE,ME,"HAWKINS, HOWIE",OTHER,FALSE,8230,828305
2020,MAINE,ME,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1183,828305
2020,MAINE,ME,,OTHER,TRUE,87,828305
2020,MAINE,ME,BLANK VOTES,OTHER,FALSE,8844,828305
2020,MARYLAND,MD,"TRUMP, DONALD J.",REPUBLICAN,FALSE,976414,3037030
2020,MARYLAND,MD,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1985023,3037030
2020,MARYLAND,MD,"JORGENSEN, JO",LIBERTARIAN,FALSE,33488,3037030
2020,MARYLAND,MD,"HAWKINS, HOWIE",OTHER,FALSE,15799,3037030
2020,MARYLAND,MD,"SEGAL, JEROME M.",OTHER,FALSE,5884,3037030
2020,MARYLAND,MD,"BALL, DENNIS ANDREW",OTHER,TRUE,8,3037030
2020,MARYLAND,MD,"BELLAR, BARBARA",OTHER,TRUE,23,3037030
2020,MARYLAND,MD,"BODDIE, R. PRESIDENT",OTHER,TRUE,4,3037030
2020,MARYLAND,MD,"CARROLL, BRIAN",OTHER,TRUE,795,3037030
2020,MARYLAND,MD,"CELLA, TODD",OTHER,TRUE,11,3037030
2020,MARYLAND,MD,"CHARLES, MARK",OTHER,TRUE,30,3037030
2020,MARYLAND,MD,"COLLINS, PHIL",OTHER,TRUE,10,3037030
2020,MARYLAND,MD,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,TRUE,26,3037030
2020,MARYLAND,MD,"HOEFLING, TOM",OTHER,TRUE,11,3037030
2020,MARYLAND,MD,"HOWARD, SHAWN W.",OTHER,TRUE,20,3037030
2020,MARYLAND,MD,"LEE, JOHNSON",OTHER,TRUE,1,3037030
2020,MARYLAND,MD,"PIERCE, BROCK",OTHER,TRUE,16,3037030
2020,MARYLAND,MD,"ROUSE, DEBORAH",OTHER,TRUE,6,3037030
2020,MARYLAND,MD,"SHERRILL, PETER",OTHER,TRUE,3,3037030
2020,MARYLAND,MD,"SIMMONS, JADE",OTHER,TRUE,131,3037030
2020,MARYLAND,MD,"WELLS, KASEY",OTHER,TRUE,5,3037030
2020,MARYLAND,MD,"WEST, KANYE",OTHER,TRUE,1117,3037030
2020,MARYLAND,MD,"LA RIVA, GLORIA ESTELLA",OTHER,TRUE,125,3037030
2020,MARYLAND,MD,"RALEY, ALBERT",OTHER,NA,32,3037030
2020,MARYLAND,MD,"SCHAWLB, BENJAMIN",OTHER,NA,3,3037030
2020,MARYLAND,MD,,OTHER,NA,18045,3037030
2020,MASSACHUSETTS,MA,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2382202,3658005
2020,MASSACHUSETTS,MA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1167202,3658005
2020,MASSACHUSETTS,MA,"JORGENSEN, JO",LIBERTARIAN,FALSE,47013,3658005
2020,MASSACHUSETTS,MA,"HAWKINS, HOWIE",OTHER,FALSE,18658,3658005
2020,MASSACHUSETTS,MA,BLANK VOTES,OTHER,FALSE,26603,3658005
2020,MASSACHUSETTS,MA,,OTHER,TRUE,16327,3658005
2020,MICHIGAN,MI,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2804040,5539302
2020,MICHIGAN,MI,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2649852,5539302
2020,MICHIGAN,MI,"JORGENSEN, JO",LIBERTARIAN,FALSE,60381,5539302
2020,MICHIGAN,MI,"BLANKENSHIP, DON",OTHER,FALSE,7235,5539302
2020,MICHIGAN,MI,"HAWKINS, HOWIE",OTHER,FALSE,13718,5539302
2020,MICHIGAN,MI,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,2986,5539302
2020,MICHIGAN,MI,"CARROLL, BRIAN",OTHER,TRUE,963,5539302
2020,MICHIGAN,MI,"HOEFLING, TOM",OTHER,TRUE,32,5539302
2020,MICHIGAN,MI,"HUNTER, TARA RENEE",OTHER,TRUE,1,5539302
2020,MICHIGAN,MI,"SIMMONS, JADE",OTHER,TRUE,89,5539302
2020,MICHIGAN,MI,"WELLS, KASEY",OTHER,TRUE,5,5539302
2020,MINNESOTA,MN,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1484065,3277171
2020,MINNESOTA,MN,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1717077,3277171
2020,MINNESOTA,MN,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,5611,3277171
2020,MINNESOTA,MN,"HAWKINS, HOWIE",OTHER,FALSE,10033,3277171
2020,MINNESOTA,MN,"WEST, KANYE",OTHER,FALSE,7940,3277171
2020,MINNESOTA,MN,"PIERCE, BROCK",OTHER,FALSE,5651,3277171
2020,MINNESOTA,MN,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,1210,3277171
2020,MINNESOTA,MN,"KENNEDY, ALYSON",OTHER,FALSE,643,3277171
2020,MINNESOTA,MN,"JORGENSEN, JO",LIBERTARIAN,FALSE,34976,3277171
2020,MINNESOTA,MN,,OTHER,TRUE,9965,3277171
2020,MISSISSIPPI,MS,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,539398,1313759
2020,MISSISSIPPI,MS,"TRUMP, DONALD J.",REPUBLICAN,FALSE,756764,1313759
2020,MISSISSIPPI,MS,"BLANKENSHIP, DON",OTHER,FALSE,1279,1313759
2020,MISSISSIPPI,MS,"CARROLL, BRIAN",OTHER,FALSE,1161,1313759
2020,MISSISSIPPI,MS,"COLLINS, PHIL",OTHER,FALSE,1317,1313759
2020,MISSISSIPPI,MS,"HAWKINS, HOWIE",OTHER,FALSE,1498,1313759
2020,MISSISSIPPI,MS,"JORGENSEN, JO",LIBERTARIAN,FALSE,8026,1313759
2020,MISSISSIPPI,MS,"PIERCE, BROCK",OTHER,FALSE,659,1313759
2020,MISSISSIPPI,MS,"WEST, KANYE",OTHER,FALSE,3657,1313759
2020,MISSOURI,MO,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1718736,3025962
2020,MISSOURI,MO,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1253014,3025962
2020,MISSOURI,MO,"JORGENSEN, JO",LIBERTARIAN,FALSE,41205,3025962
2020,MISSOURI,MO,"HAWKINS, HOWIE",OTHER,FALSE,8283,3025962
2020,MISSOURI,MO,"BLANKENSHIP, DON",OTHER,FALSE,3919,3025962
2020,MISSOURI,MO,,OTHER,TRUE,0,3025962
2020,MISSOURI,MO,"WELLS, KASEY",OTHER,TRUE,3,3025962
2020,MISSOURI,MO,"SIMMONS, JADE",OTHER,TRUE,74,3025962
2020,MISSOURI,MO,"CARROLL, BRIAN",OTHER,TRUE,664,3025962
2020,MISSOURI,MO,"LA RIVA, GLORIA ESTELLA",OTHER,TRUE,64,3025962
2020,MONTANA,MT,"JORGENSEN, JO",LIBERTARIAN,FALSE,15252,603674
2020,MONTANA,MT,"TRUMP, DONALD J.",REPUBLICAN,FALSE,343602,603674
2020,MONTANA,MT,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,244786,603674
2020,MONTANA,MT,"BELLAR, BARBARA",OTHER,TRUE,2,603674
2020,MONTANA,MT,"SIMMONS, JADE",OTHER,TRUE,6,603674
2020,MONTANA,MT,"CHARLES, MARK",OTHER,TRUE,23,603674
2020,MONTANA,MT,"HOEFLING, TOM",OTHER,TRUE,3,603674
2020,NEBRASKA,NE,"TRUMP, DONALD J.",REPUBLICAN,FALSE,556846,956383
2020,NEBRASKA,NE,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,374583,956383
2020,NEBRASKA,NE,"JORGENSEN, JO",LIBERTARIAN,FALSE,20283,956383
2020,NEBRASKA,NE,,OTHER,TRUE,4671,956383
2020,NEVADA,NV,"JORGENSEN, JO",LIBERTARIAN,FALSE,14783,1405376
2020,NEVADA,NV,"TRUMP, DONALD J.",REPUBLICAN,FALSE,669890,1405376
2020,NEVADA,NV,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,703486,1405376
2020,NEVADA,NV,"BLANKENSHIP, DON",OTHER,FALSE,3138,1405376
2020,NEVADA,NV,,OTHER,TRUE,14079,1405376
2020,NEW HAMPSHIRE,NH,"JORGENSEN, JO",LIBERTARIAN,FALSE,13235,806182
2020,NEW HAMPSHIRE,NH,"TRUMP, DONALD J.",REPUBLICAN,FALSE,365654,806182
2020,NEW HAMPSHIRE,NH,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,424921,806182
2020,NEW HAMPSHIRE,NH,"BUTTIGIEG, PETE",OTHER,TRUE,47,806182
2020,NEW HAMPSHIRE,NH,"CUOMO, ANDREW",OTHER,TRUE,14,806182
2020,NEW HAMPSHIRE,NH,"GABBARD, TULSI",OTHER,TRUE,142,806182
2020,NEW HAMPSHIRE,NH,"HAWKINS, HOWIE",OTHER,TRUE,217,806182
2020,NEW HAMPSHIRE,NH,"HUCKABEE, MIKE",OTHER,TRUE,10,806182
2020,NEW HAMPSHIRE,NH,"KASICH, JOHN",OTHER,TRUE,67,806182
2020,NEW HAMPSHIRE,NH,"KLOBUCHAR, AMY",OTHER,TRUE,19,806182
2020,NEW HAMPSHIRE,NH,"OBAMA, MICHELLE",OTHER,TRUE,10,806182
2020,NEW HAMPSHIRE,NH,"PAUL, RON",OTHER,TRUE,13,806182
2020,NEW HAMPSHIRE,NH,"PENCE, MIKE",OTHER,TRUE,56,806182
2020,NEW HAMPSHIRE,NH,"RICE, CONDOLEEZA",OTHER,TRUE,12,806182
2020,NEW HAMPSHIRE,NH,"ROMNEY, MITT",OTHER,TRUE,170,806182
2020,NEW HAMPSHIRE,NH,"SANDERS, BERNIE",OTHER,TRUE,192,806182
2020,NEW HAMPSHIRE,NH,"SHAHEEN, JEANNE",OTHER,TRUE,14,806182
2020,NEW HAMPSHIRE,NH,"SUNUNU, CHRIS",OTHER,TRUE,46,806182
2020,NEW HAMPSHIRE,NH,"SUPREME, VERMIN",OTHER,TRUE,22,806182
2020,NEW HAMPSHIRE,NH,"WELD, BILL",OTHER,TRUE,23,806182
2020,NEW HAMPSHIRE,NH,"WEST, KANYE",OTHER,TRUE,82,806182
2020,NEW HAMPSHIRE,NH,"YANG, ANDREW",OTHER,TRUE,58,806182
2020,NEW HAMPSHIRE,NH,,OTHER,TRUE,1158,806182
2020,NEW JERSEY,NJ,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1883274,4549353
2020,NEW JERSEY,NJ,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2608335,4549353
2020,NEW JERSEY,NJ,"JORGENSEN, JO",LIBERTARIAN,FALSE,31677,4549353
2020,NEW JERSEY,NJ,"HAWKINS, HOWIE",OTHER,FALSE,14202,4549353
2020,NEW JERSEY,NJ,"HAMMONS, BILL",OTHER,FALSE,3255,4549353
2020,NEW JERSEY,NJ,"BLANKENSHIP, DON",OTHER,FALSE,2954,4549353
2020,NEW JERSEY,NJ,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,2928,4549353
2020,NEW JERSEY,NJ,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,2728,4549353
2020,NEW MEXICO,NM,"HAWKINS, HOWIE",OTHER,FALSE,4426,923965
2020,NEW MEXICO,NM,"JORGENSEN, JO",LIBERTARIAN,FALSE,12585,923965
2020,NEW MEXICO,NM,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,501614,923965
2020,NEW MEXICO,NM,"TITTLE, SHEILA ""SAMM""",OTHER,FALSE,1806,923965
2020,NEW MEXICO,NM,"TRUMP, DONALD J.",REPUBLICAN,FALSE,401894,923965
2020,NEW MEXICO,NM,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,1640,923965
2020,NEW YORK,NY,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,5230985,8661735
2020,NEW YORK,NY,"TRUMP, DONALD J.",REPUBLICAN,FALSE,3244798,8661735
2020,NEW YORK,NY,"HAWKINS, HOWIE",OTHER,FALSE,32753,8661735
2020,NEW YORK,NY,"JORGENSEN, JO",LIBERTARIAN,FALSE,60234,8661735
2020,NEW YORK,NY,"PIERCE, BROCK",OTHER,FALSE,22587,8661735
2020,NEW YORK,NY,"CARROLL, BRIAN",OTHER,TRUE,805,8661735
2020,NEW YORK,NY,"LA RIVA, GLORIA ESTELLA",OTHER,TRUE,376,8661735
2020,NEW YORK,NY,"WELLS, KASEY",OTHER,TRUE,3,8661735
2020,NEW YORK,NY,"MANIMAS, JOHN",OTHER,TRUE,2,8661735
2020,NEW YORK,NY,"HOWARD, SHAWN W.",OTHER,TRUE,6,8661735
2020,NEW YORK,NY,"COLLINS, PHIL",OTHER,TRUE,9,8661735
2020,NEW YORK,NY,"HODGES, PAUL",OTHER,TRUE,13,8661735
2020,NEW YORK,NY,"SIMMONS, JADE",OTHER,TRUE,155,8661735
2020,NEW YORK,NY,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,TRUE,20,8661735
2020,NEW YORK,NY,"KISHORE, JOSEPH",OTHER,TRUE,28,8661735
2020,NEW YORK,NY,"MARTIN, DAVID A.",OTHER,TRUE,3,8661735
2020,NEW YORK,NY,"WEST, KANYE",OTHER,TRUE,1897,8661735
2020,NEW YORK,NY,"BLANKENSHIP, DON",OTHER,TRUE,43,8661735
2020,NEW YORK,NY,"BELLAR, BARBARA",OTHER,TRUE,2,8661735
2020,NEW YORK,NY,"CHARLES, MARK",OTHER,TRUE,98,8661735
2020,NEW YORK,NY,"HUNTER, DARIO",OTHER,TRUE,8,8661735
2020,NEW YORK,NY,"MONTANYE, RICHARD CHARLES",OTHER,TRUE,1,8661735
2020,NEW YORK,NY,BLANK VOTES,OTHER,FALSE,43541,8661735
2020,NEW YORK,NY,VOID,OTHER,FALSE,23368,8661735
2020,NORTH CAROLINA,NC,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2758773,5524802
2020,NORTH CAROLINA,NC,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2684292,5524802
2020,NORTH CAROLINA,NC,"JORGENSEN, JO",LIBERTARIAN,FALSE,48678,5524802
2020,NORTH CAROLINA,NC,"HAWKINS, HOWIE",OTHER,FALSE,12195,5524802
2020,NORTH CAROLINA,NC,"BLANKENSHIP, DON",OTHER,FALSE,7549,5524802
2020,NORTH CAROLINA,NC,"SIMMONS, JADE",OTHER,TRUE,119,5524802
2020,NORTH CAROLINA,NC,,OTHER,TRUE,13196,5524802
2020,NORTH DAKOTA,ND,"TRUMP, DONALD J.",REPUBLICAN,FALSE,235595,361819
2020,NORTH DAKOTA,ND,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,114902,361819
2020,NORTH DAKOTA,ND,"JORGENSEN, JO",LIBERTARIAN,FALSE,9393,361819
2020,NORTH DAKOTA,ND,,OTHER,TRUE,1929,361819
2020,OHIO,OH,"TRUMP, DONALD J.",REPUBLICAN,FALSE,3154834,5922202
2020,OHIO,OH,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,2679165,5922202
2020,OHIO,OH,"JORGENSEN, JO",LIBERTARIAN,FALSE,67569,5922202
2020,OHIO,OH,"BODDIE, R. PRESIDENT",OTHER,TRUE,3,5922202
2020,OHIO,OH,"CARROLL, BRIAN",OTHER,TRUE,1450,5922202
2020,OHIO,OH,"HAWKINS, HOWIE",OTHER,FALSE,18812,5922202
2020,OHIO,OH,"HOEFLING, TOM",OTHER,TRUE,114,5922202
2020,OHIO,OH,"HUNTER, DARIO",OTHER,TRUE,27,5922202
2020,OHIO,OH,"SIMMONS, JADE",OTHER,TRUE,212,5922202
2020,OHIO,OH,"WELLS, KASEY",OTHER,TRUE,16,5922202
2020,OKLAHOMA,OK,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1020280,1560699
2020,OKLAHOMA,OK,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,503890,1560699
2020,OKLAHOMA,OK,"JORGENSEN, JO",LIBERTARIAN,FALSE,24731,1560699
2020,OKLAHOMA,OK,"SIMMONS, JADE",OTHER,FALSE,3654,1560699
2020,OKLAHOMA,OK,"WEST, KANYE",OTHER,FALSE,5597,1560699
2020,OKLAHOMA,OK,"PIERCE, BROCK",OTHER,FALSE,2547,1560699
2020,OREGON,OR,"TRUMP, DONALD J.",REPUBLICAN,FALSE,958448,2374321
2020,OREGON,OR,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1340383,2374321
2020,OREGON,OR,"JORGENSEN, JO",LIBERTARIAN,FALSE,41582,2374321
2020,OREGON,OR,"HAWKINS, HOWIE",OTHER,FALSE,11831,2374321
2020,OREGON,OR,"HUNTER, DARIO",OTHER,FALSE,4988,2374321
2020,OREGON,OR,,OTHER,TRUE,17089,2374321
2020,PENNSYLVANIA,PA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,3377674,6915283
2020,PENNSYLVANIA,PA,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,3458229,6915283
2020,PENNSYLVANIA,PA,"JORGENSEN, JO",LIBERTARIAN,FALSE,79380,6915283
2020,RHODE ISLAND,RI,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,307486,516990
2020,RHODE ISLAND,RI,"TRUMP, DONALD J.",REPUBLICAN,FALSE,199922,516990
2020,RHODE ISLAND,RI,"JORGENSEN, JO",LIBERTARIAN,FALSE,5053,516990
2020,RHODE ISLAND,RI,,OTHER,TRUE,2759,516990
2020,RHODE ISLAND,RI,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,923,516990
2020,RHODE ISLAND,RI,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,847,516990
2020,SOUTH CAROLINA,SC,"CARROLL, BRIAN",OTHER,FALSE,767,2514096
