Year,State,Producer Type,Energy Source,"CO2
(Metric Tons)","SO2
(Metric Tons)","NOx
(Metric Tons)"
1990,AK,Commercial Cogen,All Sources,824004,13198,3011
1990,AK,Commercial Cogen,Coal,821929,13191,3009
1990,AK,Commercial Cogen,Petroleum,2075,6,2
1990,AK,Commercial Non-Cogen,All Sources,0,149,42
1990,AK,Commercial Non-Cogen,Petroleum,0,149,42
1990,AK,Electric Utility,All Sources,2814130,2403,7837
1990,AK,Electric Utility,Coal,646430,832,2881
1990,AK,Electric Utility,Natural Gas,1886585,9,4364
1990,AK,Electric Utility,Petroleum,281115,1562,592
1990,AK,Industrial Cogen,All Sources,176547,2968,791
1990,AK,Industrial Cogen,Natural Gas,127455,1,308
1990,AK,Industrial Cogen,Other,0,983,220
1990,AK,Industrial Cogen,Petroleum,49092,1984,263
1990,AK,Industrial Non-Cogen,All Sources,394128,23,881
1990,AK,Industrial Non-Cogen,Natural Gas,388618,1,866
1990,AK,Industrial Non-Cogen,Other,0,1,9
1990,AK,Industrial Non-Cogen,Petroleum,5510,21,5
1990,AK,Total Electric Power Industry,All Sources,4208809,18741,12562
1990,AK,Total Electric Power Industry,Coal,1468359,14023,5890
1990,AK,Total Electric Power Industry,Natural Gas,2402658,11,5538
1990,AK,Total Electric Power Industry,Other,0,984,229
1990,AK,Total Electric Power Industry,Petroleum,337792,3723,904
1990,AL,Electric Utility,All Sources,50160812,467522,204197
1990,AL,Electric Utility,Coal,49880908,467393,203687
1990,AL,Electric Utility,Natural Gas,223787,1,448
1990,AL,Electric Utility,Petroleum,56117,129,63
1990,AL,Industrial Cogen,All Sources,2517869,32103,11625
1990,AL,Industrial Cogen,Coal,1527201,16568,5979
1990,AL,Industrial Cogen,Natural Gas,802719,4,1566
1990,AL,Industrial Cogen,Other,15962,14191,3882
1990,AL,Industrial Cogen,Petroleum,171987,1340,198
1990,AL,Industrial Non-Cogen,All Sources,9177,0,16
1990,AL,Industrial Non-Cogen,Natural Gas,9177,0,16
1990,AL,IPP NAICS-22 Cogen,All Sources,248205,5904,2581
1990,AL,IPP NAICS-22 Cogen,Coal,171365,1267,734
1990,AL,IPP NAICS-22 Cogen,Natural Gas,76840,0,179
1990,AL,IPP NAICS-22 Cogen,Other,0,4637,1669
1990,AL,IPP NAICS-22 Non-Cogen,Other,0,0,0
1990,AL,Total Electric Power Industry,All Sources,52936063,505530,218419
1990,AL,Total Electric Power Industry,Coal,51579474,485229,210395
1990,AL,Total Electric Power Industry,Natural Gas,1112523,5,2209
1990,AL,Total Electric Power Industry,Other,15962,18828,5555
1990,AL,Total Electric Power Industry,Petroleum,228104,1469,260
1990,AR,Commercial Cogen,All Sources,23987,2,138
1990,AR,Commercial Cogen,Natural Gas,21142,0,92
1990,AR,Commercial Cogen,Other,0,0,43
1990,AR,Commercial Cogen,Petroleum,2845,2,3
1990,AR,Electric Utility,All Sources,21900923,62774,101992
1990,AR,Electric Utility,Coal,20100009,62609,97849
1990,AR,Electric Utility,Natural Gas,1734286,8,4072
1990,AR,Electric Utility,Petroleum,66628,157,71
1990,AR,Industrial Cogen,All Sources,1500892,14688,6675
1990,AR,Industrial Cogen,Coal,250873,3930,910
1990,AR,Industrial Cogen,Natural Gas,1222896,5,2578
1990,AR,Industrial Cogen,Other,15961,10659,3169
1990,AR,Industrial Cogen,Petroleum,11162,94,18
1990,AR,Industrial Non-Cogen,All Sources,0,1,592
1990,AR,Industrial Non-Cogen,Natural Gas,0,1,592
1990,AR,Industrial Non-Cogen,Petroleum,0,0,0
1990,AR,Total Electric Power Industry,All Sources,23425802,77465,109397
1990,AR,Total Electric Power Industry,Coal,20350882,66538,98759
1990,AR,Total Electric Power Industry,Natural Gas,2978324,15,7335
1990,AR,Total Electric Power Industry,Other,15961,10659,3212
1990,AR,Total Electric Power Industry,Petroleum,80635,253,92
1990,AZ,Commercial Cogen,All Sources,19680,4,44
1990,AZ,Commercial Cogen,Natural Gas,18476,0,44
1990,AZ,Commercial Cogen,Petroleum,1204,4,1
1990,AZ,Electric Utility,All Sources,32320915,107051,145711
1990,AZ,Electric Utility,Coal,31017960,106869,142297
1990,AZ,Electric Utility,Natural Gas,1212363,6,3309
1990,AZ,Electric Utility,Petroleum,90592,175,105
1990,AZ,Industrial Cogen,All Sources,761033,7630,3303
1990,AZ,Industrial Cogen,Coal,709836,6562,3038
1990,AZ,Industrial Cogen,Natural Gas,31524,0,59
1990,AZ,Industrial Cogen,Other,0,844,145
1990,AZ,Industrial Cogen,Petroleum,19673,225,61
1990,AZ,Industrial Non-Cogen,All Sources,9585,3,21
1990,AZ,Industrial Non-Cogen,Natural Gas,8551,0,20
1990,AZ,Industrial Non-Cogen,Petroleum,1034,3,1
1990,AZ,Total Electric Power Industry,All Sources,33111213,114687,149080
1990,AZ,Total Electric Power Industry,Coal,31727796,113431,145335
1990,AZ,Total Electric Power Industry,Natural Gas,1270914,6,3432
1990,AZ,Total Electric Power Industry,Other,0,844,145
1990,AZ,Total Electric Power Industry,Petroleum,112503,406,168
1990,CA,Commercial Cogen,All Sources,898495,30,2100
1990,CA,Commercial Cogen,Natural Gas,887033,4,2077
1990,CA,Commercial Cogen,Other,0,0,14
1990,CA,Commercial Cogen,Petroleum,11462,26,10
1990,CA,Commercial Non-Cogen,All Sources,144,0,219
1990,CA,Commercial Non-Cogen,Natural Gas,144,0,69
1990,CA,Commercial Non-Cogen,Other,0,0,150
1990,CA,Commercial Non-Cogen,Petroleum,0,0,0
1990,CA,Electric Utility,All Sources,28790382,7378,62440
1990,CA,Electric Utility,Geothermal,205533,0,0
1990,CA,Electric Utility,Natural Gas,25026594,124,56258
1990,CA,Electric Utility,Petroleum,3558255,7254,6182
1990,CA,Industrial Cogen,All Sources,11088867,63790,28941
1990,CA,Industrial Cogen,Coal,2406134,24304,9528
1990,CA,Industrial Cogen,Natural Gas,7703680,33,15263
1990,CA,Industrial Cogen,Other,0,3134,2593
1990,CA,Industrial Cogen,Petroleum,979053,36318,1557
1990,CA,Industrial Non-Cogen,All Sources,61435,5,359
1990,CA,Industrial Non-Cogen,Natural Gas,61435,0,206
1990,CA,Industrial Non-Cogen,Other,0,5,153
1990,CA,IPP NAICS-22 Cogen,All Sources,10549710,7326,23288
1990,CA,IPP NAICS-22 Cogen,Coal,1448676,7254,6030
1990,CA,IPP NAICS-22 Cogen,Natural Gas,8979872,45,17189
1990,CA,IPP NAICS-22 Cogen,Other,112790,5,64
1990,CA,IPP NAICS-22 Cogen,Petroleum,8372,21,5
1990,CA,IPP NAICS-22 Non-Cogen,All Sources,1266610,3258,10605
1990,CA,IPP NAICS-22 Non-Cogen,Coal,0,309,420
1990,CA,IPP NAICS-22 Non-Cogen,Geothermal,155136,0,0
1990,CA,IPP NAICS-22 Non-Cogen,Natural Gas,234572,0,425
1990,CA,IPP NAICS-22 Non-Cogen,Other,369283,212,8738
1990,CA,IPP NAICS-22 Non-Cogen,Petroleum,507619,2737,1021
1990,CA,Total Electric Power Industry,All Sources,52655643,81786,127952
1990,CA,Total Electric Power Industry,Coal,3854810,31859,16168
1990,CA,Total Electric Power Industry,Geothermal,360669,0,0
1990,CA,Total Electric Power Industry,Natural Gas,42893330,206,91002
1990,CA,Total Electric Power Industry,Other,482073,3358,12014
1990,CA,Total Electric Power Industry,Petroleum,5064761,46364,8768
1990,CO,Commercial Non-Cogen,All Sources,0,0,132
1990,CO,Commercial Non-Cogen,Other,0,0,132
1990,CO,Electric Utility,All Sources,30168377,79608,141552
1990,CO,Electric Utility,Coal,29859399,79557,140897
1990,CO,Electric Utility,Natural Gas,287943,0,630
1990,CO,Electric Utility,Petroleum,21035,51,24
1990,CO,Industrial Cogen,All Sources,167326,2,396
1990,CO,Industrial Cogen,Natural Gas,164682,0,394
1990,CO,Industrial Cogen,Petroleum,2644,2,3
1990,CO,Industrial Non-Cogen,All Sources,6479,0,15
1990,CO,Industrial Non-Cogen,Natural Gas,6479,0,15
1990,CO,IPP NAICS-22 Cogen,All Sources,1106563,13555,3825
1990,CO,IPP NAICS-22 Cogen,Coal,754529,13502,3127
1990,CO,IPP NAICS-22 Cogen,Natural Gas,350904,1,629
1990,CO,IPP NAICS-22 Cogen,Other,1130,53,69
1990,CO,IPP NAICS-22 Non-Cogen,All Sources,68340,0,123
1990,CO,IPP NAICS-22 Non-Cogen,Natural Gas,68340,0,123
1990,CO,Total Electric Power Industry,All Sources,31517085,93165,146044
1990,CO,Total Electric Power Industry,Coal,30613928,93059,144024
1990,CO,Total Electric Power Industry,Natural Gas,878348,1,1792
1990,CO,Total Electric Power Industry,Other,1130,53,201
1990,CO,Total Electric Power Industry,Petroleum,23679,53,27
1990,CT,Commercial Cogen,All Sources,64098,179,239
1990,CT,Commercial Cogen,Natural Gas,59131,0,174
1990,CT,Commercial Cogen,Petroleum,4967,179,65
1990,CT,Electric Utility,All Sources,9640606,47950,24492
1990,CT,Electric Utility,Coal,2363360,9329,10122
1990,CT,Electric Utility,Natural Gas,265710,2,616
1990,CT,Electric Utility,Other,0,543,1161
1990,CT,Electric Utility,Petroleum,7011536,38076,12593
1990,CT,Industrial Cogen,All Sources,339146,2018,612
1990,CT,Industrial Cogen,Natural Gas,3774,0,9
1990,CT,Industrial Cogen,Petroleum,335372,2018,603
1990,CT,IPP NAICS-22 Cogen,All Sources,1651078,2001,5221
1990,CT,IPP NAICS-22 Cogen,Coal,1197109,1798,4167
1990,CT,IPP NAICS-22 Cogen,Natural Gas,369028,2,809
1990,CT,IPP NAICS-22 Cogen,Other,54423,45,201
1990,CT,IPP NAICS-22 Cogen,Petroleum,30518,156,44
1990,CT,IPP NAICS-22 Non-Cogen,All Sources,408340,86,948
1990,CT,IPP NAICS-22 Non-Cogen,Other,408340,86,948
1990,CT,Total Electric Power Industry,All Sources,12103268,52235,31512
1990,CT,Total Electric Power Industry,Coal,3560469,11127,14288
1990,CT,Total Electric Power Industry,Natural Gas,697643,4,1608
1990,CT,Total Electric Power Industry,Other,462763,675,2310
1990,CT,Total Electric Power Industry,Petroleum,7382393,40429,13306
1990,DC,Electric Utility,All Sources,409724,2303,425
1990,DC,Electric Utility,Petroleum,409724,2303,425
1990,DC,Total Electric Power Industry,All Sources,409724,2303,425
1990,DC,Total Electric Power Industry,Petroleum,409724,2303,425
1990,DE,Electric Utility,All Sources,7486107,41301,23215
1990,DE,Electric Utility,Coal,4997616,33742,19891
1990,DE,Electric Utility,Natural Gas,619690,2,960
1990,DE,Electric Utility,Petroleum,1868801,7557,2364
1990,DE,Industrial Cogen,All Sources,1398772,38750,3992
1990,DE,Industrial Cogen,Coal,431208,4748,1813
1990,DE,Industrial Cogen,Natural Gas,0,0,41
1990,DE,Industrial Cogen,Other,0,162,0
1990,DE,Industrial Cogen,Petroleum,967564,33839,2138
1990,DE,Total Electric Power Industry,All Sources,8884879,80050,27206
1990,DE,Total Electric Power Industry,Coal,5428824,38490,21703
1990,DE,Total Electric Power Industry,Natural Gas,619690,2,1001
1990,DE,Total Electric Power Industry,Other,0,162,0
1990,DE,Total Electric Power Industry,Petroleum,2836365,41396,4503
1990,FL,Commercial Cogen,All Sources,134135,220,390
1990,FL,Commercial Cogen,Natural Gas,134081,0,324
1990,FL,Commercial Cogen,Petroleum,54,220,66
1990,FL,Commercial Non-Cogen,All Sources,0,0,164
1990,FL,Commercial Non-Cogen,Other,0,0,164
1990,FL,Electric Utility,All Sources,85943458,573795,268450
1990,FL,Electric Utility,Coal,55588010,425438,209876
1990,FL,Electric Utility,Natural Gas,10153655,53,23103
1990,FL,Electric Utility,Other,0,6,38
1990,FL,Electric Utility,Petroleum,20201793,148297,35433
1990,FL,Industrial Cogen,All Sources,3681228,56619,14907
1990,FL,Industrial Cogen,Coal,1218404,10612,4764
1990,FL,Industrial Cogen,Natural Gas,943425,4,2094
1990,FL,Industrial Cogen,Other,230494,26378,5603
1990,FL,Industrial Cogen,Petroleum,1288905,19625,2446
1990,FL,Industrial Non-Cogen,All Sources,33192,0,213
1990,FL,Industrial Non-Cogen,Natural Gas,33192,0,213
1990,FL,IPP NAICS-22 Cogen,All Sources,653044,482,2230
1990,FL,IPP NAICS-22 Cogen,Coal,649880,481,2228
1990,FL,IPP NAICS-22 Cogen,Petroleum,3164,1,2
1990,FL,IPP NAICS-22 Non-Cogen,All Sources,1110180,1646,3275
1990,FL,IPP NAICS-22 Non-Cogen,Natural Gas,919,0,2
1990,FL,IPP NAICS-22 Non-Cogen,Other,1107836,1646,3272
1990,FL,IPP NAICS-22 Non-Cogen,Petroleum,1425,0,1
1990,FL,Total Electric Power Industry,All Sources,91555237,632761,289629
1990,FL,Total Electric Power Industry,Coal,57456294,436233,216727
1990,FL,Total Electric Power Industry,Natural Gas,11265272,56,25719
1990,FL,Total Electric Power Industry,Other,1338330,28285,9258
1990,FL,Total Electric Power Industry,Petroleum,21495341,168186,37924
1990,GA,Commercial Cogen,All Sources,0,0,0
1990,GA,Commercial Cogen,Petroleum,0,0,0
1990,GA,Commercial Non-Cogen,All Sources,1637,5,1
1990,GA,Commercial Non-Cogen,Natural Gas,0,0,0
1990,GA,Commercial Non-Cogen,Petroleum,1637,5,1
1990,GA,Electric Utility,All Sources,62043023,774340,279312
1990,GA,Electric Utility,Coal,61789229,773402,278851
1990,GA,Electric Utility,Natural Gas,105082,0,244
1990,GA,Electric Utility,Petroleum,148712,938,218
1990,GA,Industrial Cogen,All Sources,5807929,74161,26946
1990,GA,Industrial Cogen,Coal,3382350,31609,13129
1990,GA,Industrial Cogen,Natural Gas,975050,4,1978
1990,GA,Industrial Cogen,Other,310556,30285,10044
1990,GA,Industrial Cogen,Petroleum,1139973,12263,1795
1990,GA,Industrial Non-Cogen,All Sources,90,1,5
1990,GA,Industrial Non-Cogen,Natural Gas,0,0,5
1990,GA,Industrial Non-Cogen,Petroleum,90,1,0
1990,GA,IPP NAICS-22 Non-Cogen,All Sources,14,0,0
1990,GA,IPP NAICS-22 Non-Cogen,Natural Gas,0,0,0
1990,GA,IPP NAICS-22 Non-Cogen,Petroleum,14,0,0
1990,GA,Total Electric Power Industry,All Sources,67852693,848506,306264
1990,GA,Total Electric Power Industry,Coal,65171579,805011,291981
1990,GA,Total Electric Power Industry,Natural Gas,1080132,4,2225
1990,GA,Total Electric Power Industry,Other,310556,30285,10044
1990,GA,Total Electric Power Industry,Petroleum,1290426,13207,2014
1990,HI,Electric Utility,All Sources,6694792,27310,12013
1990,HI,Electric Utility,Petroleum,6694792,27310,12013
1990,HI,Industrial Cogen,All Sources,258050,2464,597
1990,HI,Industrial Cogen,Coal,3860,31,18
1990,HI,Industrial Cogen,Other,0,0,0
1990,HI,Industrial Cogen,Petroleum,254190,2433,579
1990,HI,IPP NAICS-22 Cogen,All Sources,874302,5350,1592
1990,HI,IPP NAICS-22 Cogen,Coal,2485,47,8
1990,HI,IPP NAICS-22 Cogen,Petroleum,871817,5302,1584
1990,HI,IPP NAICS-22 Non-Cogen,All Sources,236361,91,686
1990,HI,IPP NAICS-22 Non-Cogen,Other,236361,44,672
1990,HI,IPP NAICS-22 Non-Cogen,Petroleum,0,47,14
1990,HI,Total Electric Power Industry,All Sources,8063505,35214,14888
1990,HI,Total Electric Power Industry,Coal,6345,78,26
1990,HI,Total Electric Power Industry,Other,236361,44,672
1990,HI,Total Electric Power Industry,Petroleum,7820799,35093,14189
1990,IA,Commercial Cogen,All Sources,68989,175,274
1990,IA,Commercial Cogen,Coal,59262,174,252
1990,IA,Commercial Cogen,Natural Gas,8774,0,21
1990,IA,Commercial Cogen,Petroleum,953,1,1
1990,IA,Electric Utility,All Sources,26505364,155102,138039
1990,IA,Electric Utility,Coal,26267482,154868,137453
1990,IA,Electric Utility,Natural Gas,185870,0,467
1990,IA,Electric Utility,Other,0,50,45
1990,IA,Electric Utility,Petroleum,52012,184,73
1990,IA,Industrial Cogen,All Sources,3059190,22281,12513
1990,IA,Industrial Cogen,Coal,2764444,22209,11839
1990,IA,Industrial Cogen,Natural Gas,285069,1,660
1990,IA,Industrial Cogen,Other,1212,0,2
1990,IA,Industrial Cogen,Petroleum,8465,72,13
1990,IA,IPP NAICS-22 Cogen,All Sources,320410,5207,1269
1990,IA,IPP NAICS-22 Cogen,Coal,287334,5207,1206
1990,IA,IPP NAICS-22 Cogen,Natural Gas,33076,0,64
1990,IA,IPP NAICS-22 Non-Cogen,All Sources,152,0,5
1990,IA,IPP NAICS-22 Non-Cogen,Natural Gas,0,0,5
1990,IA,IPP NAICS-22 Non-Cogen,Petroleum,152,0,0
1990,IA,Total Electric Power Industry,All Sources,29954105,182766,152100
1990,IA,Total Electric Power Industry,Coal,29378522,182458,150750
1990,IA,Total Electric Power Industry,Natural Gas,512789,1,1216
1990,IA,Total Electric Power Industry,Other,1212,50,47
1990,IA,Total Electric Power Industry,Petroleum,61582,257,87
1990,ID,Electric Utility,All Sources,96,4,1
1990,ID,Electric Utility,Petroleum,96,4,1
1990,ID,Industrial Cogen,All Sources,488947,8651,2676
1990,ID,Industrial Cogen,Coal,316004,5544,1608
1990,ID,Industrial Cogen,Natural Gas,171264,1,320
1990,ID,Industrial Cogen,Other,0,3088,746
1990,ID,Industrial Cogen,Petroleum,1679,19,3
1990,ID,IPP NAICS-22 Cogen,Other,0,0,0
1990,ID,Total Electric Power Industry,All Sources,489043,8655,2677
1990,ID,Total Electric Power Industry,Coal,316004,5540,1547
1990,ID,Total Electric Power Industry,Natural Gas,171264,1,307
1990,ID,Total Electric Power Industry,Other,0,3092,820
1990,ID,Total Electric Power Industry,Petroleum,1775,22,3
1990,IL,Commercial Cogen,All Sources,54495,0,129
1990,IL,Commercial Cogen,Natural Gas,54495,0,129
1990,IL,Electric Utility,All Sources,57153126,813488,318872
1990,IL,Electric Utility,Coal,55637070,809753,316412
1990,IL,Electric Utility,Natural Gas,492352,1,1160
1990,IL,Electric Utility,Petroleum,1023704,3734,1300
1990,IL,Industrial Cogen,All Sources,3547108,35683,15571
1990,IL,Industrial Cogen,Coal,2699554,35479,13593
1990,IL,Industrial Cogen,Natural Gas,796971,3,1890
1990,IL,Industrial Cogen,Petroleum,50583,201,88
1990,IL,Industrial Non-Cogen,All Sources,375,2,308
1990,IL,Industrial Non-Cogen,Natural Gas,53,1,308
1990,IL,Industrial Non-Cogen,Petroleum,322,1,0
1990,IL,IPP NAICS-22 Cogen,All Sources,6511,0,217
1990,IL,IPP NAICS-22 Cogen,Natural Gas,6511,0,15
1990,IL,IPP NAICS-22 Cogen,Other,0,0,201
1990,IL,IPP NAICS-22 Non-Cogen,All Sources,0,0,712
1990,IL,IPP NAICS-22 Non-Cogen,Other,0,0,712
1990,IL,IPP NAICS-22 Non-Cogen,Petroleum,0,0,0
1990,IL,Total Electric Power Industry,All Sources,60761615,849173,335809
1990,IL,Total Electric Power Industry,Coal,58336624,845232,330004
1990,IL,Total Electric Power Industry,Natural Gas,1350382,5,3503
1990,IL,Total Electric Power Industry,Other,0,0,914
1990,IL,Total Electric Power Industry,Petroleum,1074609,3936,1388
1990,IN,Commercial Cogen,All Sources,556349,4072,2074
1990,IN,Commercial Cogen,Coal,245976,3952,1143
1990,IN,Commercial Cogen,Natural Gas,9194,0,22
1990,IN,Commercial Cogen,Other,299535,114,907
1990,IN,Commercial Cogen,Petroleum,1644,6,2
1990,IN,Electric Utility,All Sources,94833181,1256161,477731
1990,IN,Electric Utility,Coal,93741400,1255820,476712
1990,IN,Electric Utility,Natural Gas,352886,1,822
1990,IN,Electric Utility,Petroleum,738895,340,197
1990,IN,Industrial Cogen,All Sources,3647827,16533,9779
1990,IN,Industrial Cogen,Coal,1613576,13465,6161
1990,IN,Industrial Cogen,Natural Gas,1469103,6,2882
1990,IN,Industrial Cogen,Petroleum,565148,3062,736
1990,IN,Industrial Non-Cogen,All Sources,41237,17,103
1990,IN,Industrial Non-Cogen,Natural Gas,40680,0,97
1990,IN,Industrial Non-Cogen,Petroleum,557,17,5
1990,IN,Total Electric Power Industry,All Sources,99078594,1276784,489687
1990,IN,Total Electric Power Industry,Coal,95600952,1273237,484016
1990,IN,Total Electric Power Industry,Natural Gas,1871863,7,3824
1990,IN,Total Electric Power Industry,Other,299535,114,907
1990,IN,Total Electric Power Industry,Petroleum,1306244,3426,940
1990,KS,Electric Utility,All Sources,27264808,78331,123942
1990,KS,Electric Utility,Coal,25770223,77331,120124
1990,KS,Electric Utility,Natural Gas,1429458,5,3483
1990,KS,Electric Utility,Petroleum,65127,994,336
1990,KS,Industrial Cogen,All Sources,252238,167,737
1990,KS,Industrial Cogen,Natural Gas,241099,1,687
1990,KS,Industrial Cogen,Petroleum,11139,166,50
1990,KS,Total Electric Power Industry,All Sources,27517046,78498,124679
1990,KS,Total Electric Power Industry,Coal,25770223,77331,120126
1990,KS,Total Electric Power Industry,Natural Gas,1670557,6,4168
1990,KS,Total Electric Power Industry,Petroleum,76266,1160,386
1990,KY,Electric Utility,All Sources,66691156,818531,300977
1990,KY,Electric Utility,Coal,66585266,818339,300852
1990,KY,Electric Utility,Natural Gas,15310,0,36
1990,KY,Electric Utility,Petroleum,90580,192,89
1990,KY,Total Electric Power Industry,All Sources,66691156,818531,300977
1990,KY,Total Electric Power Industry,Coal,66585266,818339,300852
1990,KY,Total Electric Power Industry,Natural Gas,15310,0,36
1990,KY,Total Electric Power Industry,Petroleum,90580,192,89
1990,LA,Commercial Cogen,All Sources,46216,0,112
1990,LA,Commercial Cogen,Natural Gas,46216,0,112
1990,LA,Electric Utility,All Sources,33770087,89550,115268
1990,LA,Electric Utility,Coal,18737548,89106,82109
1990,LA,Electric Utility,Natural Gas,14926261,73,33016
1990,LA,Electric Utility,Petroleum,106278,370,142
1990,LA,Industrial Cogen,All Sources,10104762,19613,33815
1990,LA,Industrial Cogen,Coal,210180,1554,719
1990,LA,Industrial Cogen,Natural Gas,9871006,50,19722
1990,LA,Industrial Cogen,Other,0,17821,13340
1990,LA,Industrial Cogen,Petroleum,23576,189,34
1990,LA,Industrial Non-Cogen,All Sources,41882,0,98
1990,LA,Industrial Non-Cogen,Natural Gas,41882,0,98
1990,LA,IPP NAICS-22 Cogen,All Sources,933897,5,2147
1990,LA,IPP NAICS-22 Cogen,Natural Gas,933897,5,2147
1990,LA,IPP NAICS-22 Non-Cogen,All Sources,86071,2654,187
1990,LA,IPP NAICS-22 Non-Cogen,Natural Gas,12035,0,28
1990,LA,IPP NAICS-22 Non-Cogen,Petroleum,74036,2654,159
1990,LA,Total Electric Power Industry,All Sources,44982915,111821,151628
1990,LA,Total Electric Power Industry,Coal,18947728,90659,82828
1990,LA,Total Electric Power Industry,Natural Gas,25831297,128,55124
1990,LA,Total Electric Power Industry,Other,0,17822,13341
1990,LA,Total Electric Power Industry,Petroleum,203890,3212,335
1990,MA,Commercial Cogen,All Sources,344862,1310,381
1990,MA,Commercial Cogen,Natural Gas,18455,0,67
1990,MA,Commercial Cogen,Petroleum,326407,1310,314
1990,MA,Commercial Non-Cogen,All Sources,19150,59,16
1990,MA,Commercial Non-Cogen,Petroleum,19150,59,16
1990,MA,Electric Utility,All Sources,25153214,205186,70334
1990,MA,Electric Utility,Coal,10233265,89666,42845
1990,MA,Electric Utility,Natural Gas,3051668,14,6897
1990,MA,Electric Utility,Petroleum,11868281,115507,20592
1990,MA,Industrial Cogen,All Sources,836127,4257,2293
1990,MA,Industrial Cogen,Coal,160760,859,648
1990,MA,Industrial Cogen,Natural Gas,276661,1,678
1990,MA,Industrial Cogen,Other,1858,131,177
1990,MA,Industrial Cogen,Petroleum,396848,3267,790
1990,MA,Industrial Non-Cogen,All Sources,39,0,0
1990,MA,Industrial Non-Cogen,Petroleum,39,0,0
1990,MA,IPP NAICS-22 Cogen,All Sources,473051,386,1062
1990,MA,IPP NAICS-22 Cogen,Coal,80776,231,323
1990,MA,IPP NAICS-22 Cogen,Natural Gas,307176,2,571
1990,MA,IPP NAICS-22 Cogen,Other,40298,16,132
1990,MA,IPP NAICS-22 Cogen,Petroleum,44801,137,36
1990,MA,IPP NAICS-22 Non-Cogen,All Sources,989489,695,2392
1990,MA,IPP NAICS-22 Non-Cogen,Natural Gas,2771,0,6
1990,MA,IPP NAICS-22 Non-Cogen,Other,977635,687,2371
1990,MA,IPP NAICS-22 Non-Cogen,Petroleum,9083,8,15
1990,MA,Total Electric Power Industry,All Sources,27815932,211894,76479
1990,MA,Total Electric Power Industry,Coal,10474801,90756,43816
1990,MA,Total Electric Power Industry,Natural Gas,3656731,16,8219
1990,MA,Total Electric Power Industry,Other,1019791,833,2681
1990,MA,Total Electric Power Industry,Petroleum,12664609,120289,21763
1990,MD,Commercial Cogen,All Sources,1338,1604,503
1990,MD,Commercial Cogen,Coal,0,1437,417
1990,MD,Commercial Cogen,Other,0,2,36
1990,MD,Commercial Cogen,Petroleum,1338,165,49
1990,MD,Commercial Non-Cogen,All Sources,0,0,90
1990,MD,Commercial Non-Cogen,Other,0,0,90
1990,MD,Electric Utility,All Sources,25573355,250963,95659
1990,MD,Electric Utility,Coal,21251216,226872,87408
1990,MD,Electric Utility,Natural Gas,970367,5,2226
1990,MD,Electric Utility,Petroleum,3351772,24086,6025
1990,MD,Industrial Cogen,All Sources,946327,14408,4210
1990,MD,Industrial Cogen,Coal,855500,12542,3631
1990,MD,Industrial Cogen,Natural Gas,75454,0,175
1990,MD,Industrial Cogen,Other,0,1804,386
1990,MD,Industrial Cogen,Petroleum,15373,63,18
1990,MD,IPP NAICS-22 Cogen,All Sources,828645,2672,1758
1990,MD,IPP NAICS-22 Cogen,Natural Gas,180832,1,433
1990,MD,IPP NAICS-22 Cogen,Other,294471,544,689
1990,MD,IPP NAICS-22 Cogen,Petroleum,353342,2126,637
1990,MD,IPP NAICS-22 Non-Cogen,All Sources,0,0,148
1990,MD,IPP NAICS-22 Non-Cogen,Other,0,0,148
1990,MD,Total Electric Power Industry,All Sources,27349665,269646,102368
1990,MD,Total Electric Power Industry,Coal,22106716,240851,91455
1990,MD,Total Electric Power Industry,Natural Gas,1226653,5,2834
1990,MD,Total Electric Power Industry,Other,294471,2350,1350
1990,MD,Total Electric Power Industry,Petroleum,3721825,26440,6729
1990,ME,Commercial Non-Cogen,All Sources,93253,13,212
1990,ME,Commercial Non-Cogen,Other,90739,12,210
1990,ME,Commercial Non-Cogen,Petroleum,2514,1,2
1990,ME,Electric Utility,All Sources,1745926,10305,2468
1990,ME,Electric Utility,Petroleum,1745926,10305,2468
1990,ME,Industrial Cogen,All Sources,2886571,39048,9139
1990,ME,Industrial Cogen,Coal,376853,2713,1257
1990,ME,Industrial Cogen,Natural Gas,0,0,79
1990,ME,Industrial Cogen,Other,38961,7487,3564
1990,ME,Industrial Cogen,Petroleum,2470757,28847,4239
1990,ME,IPP NAICS-22 Cogen,All Sources,364985,2527,1412
1990,ME,IPP NAICS-22 Cogen,Coal,355086,2344,1356
1990,ME,IPP NAICS-22 Cogen,Other,0,3,37
1990,ME,IPP NAICS-22 Cogen,Petroleum,9899,180,18
1990,ME,IPP NAICS-22 Non-Cogen,All Sources,113931,591,1071
1990,ME,IPP NAICS-22 Non-Cogen,Natural Gas,10435,0,20
1990,ME,IPP NAICS-22 Non-Cogen,Other,102525,588,1050
1990,ME,IPP NAICS-22 Non-Cogen,Petroleum,971,4,1
1990,ME,Total Electric Power Industry,All Sources,5204666,52483,14302
1990,ME,Total Electric Power Industry,Coal,731939,5057,2572
1990,ME,Total Electric Power Industry,Natural Gas,10435,0,102
1990,ME,Total Electric Power Industry,Other,232225,8099,5008
1990,ME,Total Electric Power Industry,Petroleum,4230067,39327,6620
1990,MI,Commercial Cogen,All Sources,618775,3292,1846
1990,MI,Commercial Cogen,Coal,403295,2982,1381
1990,MI,Commercial Cogen,Natural Gas,32522,0,73
1990,MI,Commercial Cogen,Other,178282,295,388
