Year,State,Producer Type,Energy Source,"CO2
(Metric Tons)","SO2
(Metric Tons)","NOx
(Metric Tons)"
2017,OH,Industrial Cogen,All Sources,1373125,24285,2885
2017,OH,Industrial Cogen,Coal,82089,421,190
2017,OH,Industrial Cogen,Natural Gas,457575,1,408
2017,OH,Industrial Cogen,Other Gases,0,11,94
2017,OH,Industrial Cogen,Other,31178,307,4
2017,OH,Industrial Cogen,Petroleum,802283,21848,2122
2017,OH,Industrial Cogen,Wood and Wood Derived Fuels,0,1697,67
2017,OH,Total Electric Power Industry,All Sources,79917231,108956,65391
2017,OH,Total Electric Power Industry,Coal,65477159,82874,49142
2017,OH,Total Electric Power Industry,Natural Gas,12384724,60,3177
2017,OH,Total Electric Power Industry,Other Biomass,0,2,6627
2017,OH,Total Electric Power Industry,Other Gases,0,13,3473
2017,OH,Total Electric Power Industry,Other,31178,307,4
2017,OH,Total Electric Power Industry,Petroleum,2024170,23996,2837
2017,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1704,131
2017,OK,Electric Utility,All Sources,24190448,38148,18453
2017,OK,Electric Utility,Coal,16379525,38091,12672
2017,OK,Electric Utility,Natural Gas,7798970,36,5775
2017,OK,Electric Utility,Petroleum,11953,21,6
2017,OK,IPP NAICS-22 Non-Cogen,All Sources,4771435,24,1422
2017,OK,IPP NAICS-22 Non-Cogen,Natural Gas,4771435,24,1171
2017,OK,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,251
2017,OK,IPP NAICS-22 Cogen,All Sources,2041208,155,973
2017,OK,IPP NAICS-22 Cogen,Coal,1938800,149,912
2017,OK,IPP NAICS-22 Cogen,Natural Gas,54160,0,36
2017,OK,IPP NAICS-22 Cogen,Other,48248,6,25
2017,OK,Commercial Cogen,All Sources,72123,0,163
2017,OK,Commercial Cogen,Natural Gas,72123,0,163
2017,OK,Commercial Cogen,Petroleum,0,0,0
2017,OK,Industrial Non-Cogen,All Sources,10003,1,227
2017,OK,Industrial Non-Cogen,Natural Gas,9401,0,215
2017,OK,Industrial Non-Cogen,Petroleum,602,1,12
2017,OK,Industrial Cogen,All Sources,1244083,1471,2656
2017,OK,Industrial Cogen,Coal,636236,1179,853
2017,OK,Industrial Cogen,Natural Gas,457518,1,898
2017,OK,Industrial Cogen,Other Biomass,0,0,109
2017,OK,Industrial Cogen,Other,150329,261,158
2017,OK,Industrial Cogen,Wood and Wood Derived Fuels,0,30,638
2017,OK,Total Electric Power Industry,All Sources,32329300,39799,23894
2017,OK,Total Electric Power Industry,Coal,18954561,39419,14437
2017,OK,Total Electric Power Industry,Natural Gas,13163607,61,8258
2017,OK,Total Electric Power Industry,Other Biomass,0,0,360
2017,OK,Total Electric Power Industry,Other,198577,267,183
2017,OK,Total Electric Power Industry,Petroleum,12555,22,18
2017,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,0,30,638
2017,OR,Electric Utility,All Sources,4772065,3002,6274
2017,OR,Electric Utility,Coal,1727284,2964,1664
2017,OR,Electric Utility,Geothermal,41,0,0
2017,OR,Electric Utility,Natural Gas,3036965,28,3844
2017,OR,Electric Utility,Other Biomass,0,0,762
2017,OR,Electric Utility,Petroleum,7775,10,4
2017,OR,IPP NAICS-22 Non-Cogen,All Sources,1253880,27,2376
2017,OR,IPP NAICS-22 Non-Cogen,Geothermal,4546,0,0
2017,OR,IPP NAICS-22 Non-Cogen,Natural Gas,1184289,6,164
2017,OR,IPP NAICS-22 Non-Cogen,Other Biomass,0,1,2035
2017,OR,IPP NAICS-22 Non-Cogen,Other,65045,2,61
2017,OR,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,18,116
2017,OR,IPP NAICS-22 Cogen,All Sources,1599976,9,907
2017,OR,IPP NAICS-22 Cogen,Natural Gas,1599976,9,216
2017,OR,IPP NAICS-22 Cogen,Other Biomass,0,0,691
2017,OR,Commercial Non-Cogen,All Sources,0,0,259
2017,OR,Commercial Non-Cogen,Other Biomass,0,0,259
2017,OR,Commercial Cogen,All Sources,36501,0,315
2017,OR,Commercial Cogen,Natural Gas,36429,0,86
2017,OR,Commercial Cogen,Other Biomass,0,0,229
2017,OR,Commercial Cogen,Petroleum,72,0,0
2017,OR,Industrial Non-Cogen,All Sources,0,17,15
2017,OR,Industrial Non-Cogen,Wood and Wood Derived Fuels,0,17,15
2017,OR,Industrial Cogen,All Sources,328481,3982,2033
2017,OR,Industrial Cogen,Natural Gas,328481,1,689
2017,OR,Industrial Cogen,Other Biomass,0,1,15
2017,OR,Industrial Cogen,Wood and Wood Derived Fuels,0,3980,1329
2017,OR,Total Electric Power Industry,All Sources,7990903,7037,12179
2017,OR,Total Electric Power Industry,Coal,1727284,2964,1664
2017,OR,Total Electric Power Industry,Geothermal,4587,0,0
2017,OR,Total Electric Power Industry,Natural Gas,6186140,44,4999
2017,OR,Total Electric Power Industry,Other Biomass,0,2,3991
2017,OR,Total Electric Power Industry,Other,65045,2,61
2017,OR,Total Electric Power Industry,Petroleum,7847,10,4
2017,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,0,4015,1460
2017,PA,Electric Utility,All Sources,3685,0,84
2017,PA,Electric Utility,Natural Gas,3518,0,81
2017,PA,Electric Utility,Petroleum,167,0,3
2017,PA,IPP NAICS-22 Non-Cogen,All Sources,70091578,57729,43014
2017,PA,IPP NAICS-22 Non-Cogen,Coal,42713637,57027,24485
2017,PA,IPP NAICS-22 Non-Cogen,Natural Gas,26120244,117,7688
2017,PA,IPP NAICS-22 Non-Cogen,Other Biomass,0,66,6041
2017,PA,IPP NAICS-22 Non-Cogen,Other Gases,0,0,0
2017,PA,IPP NAICS-22 Non-Cogen,Other,1061254,395,4537
2017,PA,IPP NAICS-22 Non-Cogen,Petroleum,196443,124,263
2017,PA,IPP NAICS-22 Cogen,All Sources,7077562,6214,2812
2017,PA,IPP NAICS-22 Cogen,Coal,4103280,5924,2079
2017,PA,IPP NAICS-22 Cogen,Natural Gas,2795619,12,449
2017,PA,IPP NAICS-22 Cogen,Other Biomass,0,0,166
2017,PA,IPP NAICS-22 Cogen,Other,153012,270,111
2017,PA,IPP NAICS-22 Cogen,Petroleum,25651,8,7
2017,PA,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,0,0
2017,PA,Commercial Non-Cogen,All Sources,162741,26,702
2017,PA,Commercial Non-Cogen,Natural Gas,3370,0,27
2017,PA,Commercial Non-Cogen,Other Biomass,0,0,176
2017,PA,Commercial Non-Cogen,Other,155191,25,496
2017,PA,Commercial Non-Cogen,Petroleum,4180,1,3
2017,PA,Commercial Cogen,All Sources,133474,1,1240
2017,PA,Commercial Cogen,Natural Gas,132677,0,660
2017,PA,Commercial Cogen,Other Biomass,0,0,568
2017,PA,Commercial Cogen,Petroleum,797,1,12
2017,PA,Industrial Non-Cogen,All Sources,8090,14,162
2017,PA,Industrial Non-Cogen,Petroleum,8090,14,162
2017,PA,Industrial Cogen,All Sources,1775100,4197,1460
2017,PA,Industrial Cogen,Coal,404579,625,142
2017,PA,Industrial Cogen,Natural Gas,1191790,6,427
2017,PA,Industrial Cogen,Other Biomass,0,7,153
2017,PA,Industrial Cogen,Other Gases,0,25,331
2017,PA,Industrial Cogen,Petroleum,178731,410,110
2017,PA,Industrial Cogen,Wood and Wood Derived Fuels,0,3124,297
2017,PA,Total Electric Power Industry,All Sources,79252230,68181,49474
2017,PA,Total Electric Power Industry,Coal,47221496,63576,26706
2017,PA,Total Electric Power Industry,Natural Gas,30247218,135,9332
2017,PA,Total Electric Power Industry,Other Biomass,0,73,7104
2017,PA,Total Electric Power Industry,Other Gases,0,25,331
2017,PA,Total Electric Power Industry,Other,1369457,690,5144
2017,PA,Total Electric Power Industry,Petroleum,414059,558,560
2017,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3124,297
2017,RI,Electric Utility,All Sources,2260,4,44
2017,RI,Electric Utility,Petroleum,2260,4,44
2017,RI,IPP NAICS-22 Non-Cogen,All Sources,2803109,17,557
2017,RI,IPP NAICS-22 Non-Cogen,Natural Gas,2771931,9,421
2017,RI,IPP NAICS-22 Non-Cogen,Other Biomass,0,1,133
2017,RI,IPP NAICS-22 Non-Cogen,Petroleum,31178,7,3
2017,RI,Commercial Cogen,All Sources,95281,57,157
2017,RI,Commercial Cogen,Natural Gas,85408,0,147
2017,RI,Commercial Cogen,Petroleum,9873,57,10
2017,RI,Industrial Cogen,All Sources,80274,0,1048
2017,RI,Industrial Cogen,Natural Gas,80274,0,1048
2017,RI,Total Electric Power Industry,All Sources,2980924,78,1806
2017,RI,Total Electric Power Industry,Natural Gas,2937613,9,1616
2017,RI,Total Electric Power Industry,Other Biomass,0,1,133
2017,RI,Total Electric Power Industry,Petroleum,43311,68,57
2017,SC,Electric Utility,All Sources,23687356,5616,10626
2017,SC,Electric Utility,Coal,17355333,5542,8104
2017,SC,Electric Utility,Natural Gas,6250090,28,1304
2017,SC,Electric Utility,Other Biomass,0,0,877
2017,SC,Electric Utility,Petroleum,81933,39,149
2017,SC,Electric Utility,Wood and Wood Derived Fuels,0,7,192
2017,SC,IPP NAICS-22 Non-Cogen,All Sources,229068,68,343
2017,SC,IPP NAICS-22 Non-Cogen,Natural Gas,228679,1,69
2017,SC,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,209
2017,SC,IPP NAICS-22 Non-Cogen,Petroleum,389,0,0
2017,SC,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,67,65
2017,SC,IPP NAICS-22 Cogen,All Sources,943967,195,261
2017,SC,IPP NAICS-22 Cogen,Natural Gas,927589,6,151
2017,SC,IPP NAICS-22 Cogen,Other,14608,152,12
2017,SC,IPP NAICS-22 Cogen,Petroleum,1770,3,1
2017,SC,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,34,97
2017,SC,Commercial Non-Cogen,All Sources,222,0,1
2017,SC,Commercial Non-Cogen,Natural Gas,170,0,0
2017,SC,Commercial Non-Cogen,Petroleum,52,0,1
2017,SC,Industrial Non-Cogen,All Sources,0,0,100
2017,SC,Industrial Non-Cogen,Other Biomass,0,0,100
2017,SC,Industrial Cogen,All Sources,501640,11519,2520
2017,SC,Industrial Cogen,Coal,79908,327,55
2017,SC,Industrial Cogen,Natural Gas,277966,1,130
2017,SC,Industrial Cogen,Other,121033,1221,87
2017,SC,Industrial Cogen,Petroleum,22733,76,15
2017,SC,Industrial Cogen,Wood and Wood Derived Fuels,0,9894,2233
2017,SC,Total Electric Power Industry,All Sources,25362253,17398,13851
2017,SC,Total Electric Power Industry,Coal,17435241,5869,8159
2017,SC,Total Electric Power Industry,Natural Gas,7684494,36,1654
2017,SC,Total Electric Power Industry,Other Biomass,0,0,1186
2017,SC,Total Electric Power Industry,Other,135641,1373,99
2017,SC,Total Electric Power Industry,Petroleum,106877,118,166
2017,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,0,10002,2587
2017,SD,Electric Utility,All Sources,2502462,774,1074
2017,SD,Electric Utility,Coal,2174298,767,893
2017,SD,Electric Utility,Natural Gas,321792,1,146
2017,SD,Electric Utility,Petroleum,6372,6,35
2017,SD,IPP NAICS-22 Non-Cogen,All Sources,30,0,1
2017,SD,IPP NAICS-22 Non-Cogen,Petroleum,30,0,1
2017,SD,Commercial Non-Cogen,All Sources,5,0,0
2017,SD,Commercial Non-Cogen,Petroleum,5,0,0
2017,SD,Total Electric Power Industry,All Sources,2502497,774,1075
2017,SD,Total Electric Power Industry,Coal,2174298,767,893
2017,SD,Total Electric Power Industry,Natural Gas,321792,1,146
2017,SD,Total Electric Power Industry,Petroleum,6407,6,36
2017,TN,Electric Utility,All Sources,32169236,22057,14106
2017,TN,Electric Utility,Coal,28053460,21997,12918
2017,TN,Electric Utility,Natural Gas,4013673,19,1144
2017,TN,Electric Utility,Petroleum,102103,41,44
2017,TN,IPP NAICS-22 Non-Cogen,All Sources,8230,0,1145
2017,TN,IPP NAICS-22 Non-Cogen,Natural Gas,7974,0,189
2017,TN,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,951
2017,TN,IPP NAICS-22 Non-Cogen,Petroleum,256,0,5
2017,TN,Commercial Cogen,All Sources,140572,0,368
2017,TN,Commercial Cogen,Natural Gas,140572,0,368
2017,TN,Industrial Cogen,All Sources,3474362,18071,2443
2017,TN,Industrial Cogen,Coal,2362339,9257,1571
2017,TN,Industrial Cogen,Natural Gas,1015796,5,306
2017,TN,Industrial Cogen,Other Biomass,0,190,127
2017,TN,Industrial Cogen,Other Gases,0,0,47
2017,TN,Industrial Cogen,Other,90407,1044,2
2017,TN,Industrial Cogen,Petroleum,5820,6,1
2017,TN,Industrial Cogen,Wood and Wood Derived Fuels,0,7569,389
2017,TN,Total Electric Power Industry,All Sources,35792400,40128,18062
2017,TN,Total Electric Power Industry,Coal,30415799,31254,14489
2017,TN,Total Electric Power Industry,Natural Gas,5178015,24,2007
2017,TN,Total Electric Power Industry,Other Biomass,0,190,1078
2017,TN,Total Electric Power Industry,Other Gases,0,0,47
2017,TN,Total Electric Power Industry,Other,90407,1044,2
2017,TN,Total Electric Power Industry,Petroleum,108179,47,50
2017,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,0,7569,389
2017,TX,Electric Utility,All Sources,64342691,61496,45114
2017,TX,Electric Utility,Coal,47944184,61395,31264
2017,TX,Electric Utility,Natural Gas,16367005,82,13835
2017,TX,Electric Utility,Petroleum,31502,19,15
2017,TX,IPP NAICS-22 Non-Cogen,All Sources,130079669,188605,63697
2017,TX,IPP NAICS-22 Non-Cogen,Coal,92192430,188378,46459
2017,TX,IPP NAICS-22 Non-Cogen,Natural Gas,37860406,196,11011
2017,TX,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,6172
2017,TX,IPP NAICS-22 Non-Cogen,Petroleum,26833,30,12
2017,TX,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,1,43
2017,TX,IPP NAICS-22 Cogen,All Sources,20689048,168,6688
2017,TX,IPP NAICS-22 Cogen,Natural Gas,20689048,154,6301
2017,TX,IPP NAICS-22 Cogen,Other Gases,0,14,387
2017,TX,Commercial Non-Cogen,All Sources,113,0,2
2017,TX,Commercial Non-Cogen,Petroleum,113,0,2
2017,TX,Commercial Cogen,All Sources,419187,2,986
2017,TX,Commercial Cogen,Natural Gas,418659,1,899
2017,TX,Commercial Cogen,Other Biomass,0,0,86
2017,TX,Commercial Cogen,Petroleum,528,1,1
2017,TX,Industrial Non-Cogen,All Sources,905526,793,3234
2017,TX,Industrial Non-Cogen,Natural Gas,793863,2,2345
2017,TX,Industrial Non-Cogen,Other Gases,0,2,582
2017,TX,Industrial Non-Cogen,Petroleum,111663,789,307
2017,TX,Industrial Cogen,All Sources,23554956,9790,45830
2017,TX,Industrial Cogen,Natural Gas,23450146,182,41186
2017,TX,Industrial Cogen,Other Biomass,0,17,419
2017,TX,Industrial Cogen,Other Gases,0,30,2053
2017,TX,Industrial Cogen,Other,7662,75,5
2017,TX,Industrial Cogen,Petroleum,97148,247,307
2017,TX,Industrial Cogen,Wood and Wood Derived Fuels,0,9239,1860
2017,TX,Total Electric Power Industry,All Sources,239991190,260854,165551
2017,TX,Total Electric Power Industry,Coal,140136614,249773,77723
2017,TX,Total Electric Power Industry,Natural Gas,99579127,617,75577
2017,TX,Total Electric Power Industry,Other Biomass,0,17,6677
2017,TX,Total Electric Power Industry,Other Gases,0,46,3022
2017,TX,Total Electric Power Industry,Other,7662,75,5
2017,TX,Total Electric Power Industry,Petroleum,267787,1086,644
2017,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,0,9240,1903
2017,US-TOTAL,Electric Utility,All Sources,1169325082,801252,816558
2017,US-TOTAL,Electric Utility,Coal,891483897,779092,639313
2017,US-TOTAL,Electric Utility,Geothermal,26873,0,0
2017,US-TOTAL,Electric Utility,Natural Gas,262775694,1867,139211
2017,US-TOTAL,Electric Utility,Other Biomass,0,466,9558
2017,US-TOTAL,Electric Utility,Other Gases,0,3,143
2017,US-TOTAL,Electric Utility,Other,401147,85,771
2017,US-TOTAL,Electric Utility,Petroleum,14637471,19476,24845
2017,US-TOTAL,Electric Utility,Wood and Wood Derived Fuels,0,263,2717
2017,US-TOTAL,IPP NAICS-22 Non-Cogen,All Sources,491612909,418079,333224
2017,US-TOTAL,IPP NAICS-22 Non-Cogen,Coal,292475728,404505,164919
2017,US-TOTAL,IPP NAICS-22 Non-Cogen,Geothermal,392109,0,0
2017,US-TOTAL,IPP NAICS-22 Non-Cogen,Natural Gas,187511767,866,44502
2017,US-TOTAL,IPP NAICS-22 Non-Cogen,Other Biomass,0,195,93283
2017,US-TOTAL,IPP NAICS-22 Non-Cogen,Other Gases,0,0,0
2017,US-TOTAL,IPP NAICS-22 Non-Cogen,Other,8621376,6893,22649
2017,US-TOTAL,IPP NAICS-22 Non-Cogen,Petroleum,2611929,4338,2458
2017,US-TOTAL,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,1282,5413
2017,US-TOTAL,IPP NAICS-22 Cogen,All Sources,77411811,26387,64979
2017,US-TOTAL,IPP NAICS-22 Cogen,Coal,15881472,14501,14823
2017,US-TOTAL,IPP NAICS-22 Cogen,Natural Gas,58037459,525,31488
2017,US-TOTAL,IPP NAICS-22 Cogen,Other Biomass,0,70,6780
2017,US-TOTAL,IPP NAICS-22 Cogen,Other Gases,0,593,5202
2017,US-TOTAL,IPP NAICS-22 Cogen,Other,1654841,4343,2149
2017,US-TOTAL,IPP NAICS-22 Cogen,Petroleum,1838039,5826,2406
2017,US-TOTAL,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,529,2131
2017,US-TOTAL,Commercial Non-Cogen,All Sources,1674430,971,8430
2017,US-TOTAL,Commercial Non-Cogen,Natural Gas,299035,1,884
2017,US-TOTAL,Commercial Non-Cogen,Other Biomass,0,3,4544
2017,US-TOTAL,Commercial Non-Cogen,Other,1360321,958,2907
2017,US-TOTAL,Commercial Non-Cogen,Petroleum,15074,9,91
2017,US-TOTAL,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0,4
2017,US-TOTAL,Commercial Cogen,All Sources,10623058,10302,37891
2017,US-TOTAL,Commercial Cogen,Coal,1153345,6447,1849
2017,US-TOTAL,Commercial Cogen,Natural Gas,8169928,23,22016
2017,US-TOTAL,Commercial Cogen,Other Biomass,0,2,7829
2017,US-TOTAL,Commercial Cogen,Other,1075219,1559,5194
2017,US-TOTAL,Commercial Cogen,Petroleum,224566,2231,560
2017,US-TOTAL,Commercial Cogen,Wood and Wood Derived Fuels,0,40,443
2017,US-TOTAL,Industrial Non-Cogen,All Sources,1990277,2682,13123
2017,US-TOTAL,Industrial Non-Cogen,Coal,324012,1807,670
2017,US-TOTAL,Industrial Non-Cogen,Natural Gas,1522040,4,9119
2017,US-TOTAL,Industrial Non-Cogen,Other Biomass,0,9,1627
2017,US-TOTAL,Industrial Non-Cogen,Other Gases,0,2,743
2017,US-TOTAL,Industrial Non-Cogen,Other,0,0,23
2017,US-TOTAL,Industrial Non-Cogen,Petroleum,144225,843,926
2017,US-TOTAL,Industrial Non-Cogen,Wood and Wood Derived Fuels,0,17,15
2017,US-TOTAL,Industrial Cogen,All Sources,97112405,397176,231557
2017,US-TOTAL,Industrial Cogen,Coal,25241104,89049,24904
2017,US-TOTAL,Industrial Cogen,Natural Gas,67177754,395,112205
2017,US-TOTAL,Industrial Cogen,Other Biomass,0,795,4302
2017,US-TOTAL,Industrial Cogen,Other Gases,0,276,14969
2017,US-TOTAL,Industrial Cogen,Other,765233,6146,992
2017,US-TOTAL,Industrial Cogen,Petroleum,3928314,36528,5544
2017,US-TOTAL,Industrial Cogen,Wood and Wood Derived Fuels,0,263987,68641
2017,US-TOTAL,Total Electric Power Industry,All Sources,1849749972,1656849,1505762
2017,US-TOTAL,Total Electric Power Industry,Coal,1226559558,1295401,846478
2017,US-TOTAL,Total Electric Power Industry,Geothermal,418982,0,0
2017,US-TOTAL,Total Electric Power Industry,Natural Gas,585493677,3681,359425
2017,US-TOTAL,Total Electric Power Industry,Other Biomass,0,1540,127923
2017,US-TOTAL,Total Electric Power Industry,Other Gases,0,874,21057
2017,US-TOTAL,Total Electric Power Industry,Other,13878137,19984,34685
2017,US-TOTAL,Total Electric Power Industry,Petroleum,23399618,69251,36830
2017,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,266118,79364
2017,UT,Electric Utility,All Sources,26436951,8649,28367
2017,UT,Electric Utility,Coal,24188782,8636,27831
2017,UT,Electric Utility,Geothermal,6551,0,0
2017,UT,Electric Utility,Natural Gas,2214726,11,522
2017,UT,Electric Utility,Petroleum,26892,2,14
2017,UT,IPP NAICS-22 Non-Cogen,All Sources,508366,412,1356
2017,UT,IPP NAICS-22 Non-Cogen,Coal,471564,412,257
2017,UT,IPP NAICS-22 Non-Cogen,Geothermal,6101,0,0
2017,UT,IPP NAICS-22 Non-Cogen,Natural Gas,29713,0,0
2017,UT,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,1099
2017,UT,IPP NAICS-22 Non-Cogen,Petroleum,988,0,0
2017,UT,IPP NAICS-22 Cogen,All Sources,18575,31,93
2017,UT,IPP NAICS-22 Cogen,Natural Gas,332,0,1
2017,UT,IPP NAICS-22 Cogen,Other,18243,31,92
2017,UT,Commercial Non-Cogen,All Sources,22592,0,200
2017,UT,Commercial Non-Cogen,Natural Gas,22478,0,60
2017,UT,Commercial Non-Cogen,Other Biomass,0,0,139
2017,UT,Commercial Non-Cogen,Petroleum,114,0,1
2017,UT,Commercial Cogen,All Sources,29410,0,79
2017,UT,Commercial Cogen,Natural Gas,29410,0,79
2017,UT,Industrial Cogen,All Sources,681742,920,1664
2017,UT,Industrial Cogen,Coal,225646,917,266
2017,UT,Industrial Cogen,Natural Gas,456096,3,1370
2017,UT,Industrial Cogen,Other Gases,0,0,28
2017,UT,Total Electric Power Industry,All Sources,27697636,10012,31759
2017,UT,Total Electric Power Industry,Coal,24885992,9965,28354
2017,UT,Total Electric Power Industry,Geothermal,12652,0,0
2017,UT,Total Electric Power Industry,Natural Gas,2752755,14,2032
2017,UT,Total Electric Power Industry,Other Biomass,0,0,1238
2017,UT,Total Electric Power Industry,Other Gases,0,0,28
2017,UT,Total Electric Power Industry,Other,18243,31,92
2017,UT,Total Electric Power Industry,Petroleum,27994,2,15
2017,VA,Electric Utility,All Sources,21136663,3495,10356
2017,VA,Electric Utility,Coal,9607754,2954,6355
2017,VA,Electric Utility,Natural Gas,11257710,112,2980
2017,VA,Electric Utility,Other Biomass,0,0,43
2017,VA,Electric Utility,Petroleum,271199,375,227
2017,VA,Electric Utility,Wood and Wood Derived Fuels,0,54,751
2017,VA,IPP NAICS-22 Non-Cogen,All Sources,6132391,304,8937
2017,VA,IPP NAICS-22 Non-Cogen,Coal,417890,184,194
2017,VA,IPP NAICS-22 Non-Cogen,Natural Gas,5578343,17,892
2017,VA,IPP NAICS-22 Non-Cogen,Other Biomass,0,3,7194
2017,VA,IPP NAICS-22 Non-Cogen,Other,48449,7,137
2017,VA,IPP NAICS-22 Non-Cogen,Petroleum,87709,56,488
2017,VA,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,37,32
2017,VA,IPP NAICS-22 Cogen,All Sources,1321457,1553,2550
2017,VA,IPP NAICS-22 Cogen,Coal,782442,1551,2044
2017,VA,IPP NAICS-22 Cogen,Natural Gas,538873,2,506
2017,VA,IPP NAICS-22 Cogen,Petroleum,142,0,0
2017,VA,Commercial Non-Cogen,All Sources,144265,3,296
2017,VA,Commercial Non-Cogen,Other Biomass,0,0,130
2017,VA,Commercial Non-Cogen,Other,144141,3,164
2017,VA,Commercial Non-Cogen,Petroleum,124,0,2
2017,VA,Commercial Cogen,All Sources,419853,609,1434
2017,VA,Commercial Cogen,Coal,56521,382,133
2017,VA,Commercial Cogen,Natural Gas,33946,0,81
2017,VA,Commercial Cogen,Other,270043,191,1172
2017,VA,Commercial Cogen,Petroleum,59343,36,48
2017,VA,Industrial Non-Cogen,All Sources,180979,1339,339
2017,VA,Industrial Non-Cogen,Coal,113173,1337,248
2017,VA,Industrial Non-Cogen,Natural Gas,66794,0,80
2017,VA,Industrial Non-Cogen,Other Biomass,0,0,10
2017,VA,Industrial Non-Cogen,Petroleum,1012,2,1
2017,VA,Industrial Cogen,All Sources,1859609,11613,2076
2017,VA,Industrial Cogen,Coal,605731,1404,208
2017,VA,Industrial Cogen,Natural Gas,1244884,3,671
2017,VA,Industrial Cogen,Other Biomass,0,77,9
2017,VA,Industrial Cogen,Petroleum,8994,9,3
2017,VA,Industrial Cogen,Wood and Wood Derived Fuels,0,10120,1185
2017,VA,Total Electric Power Industry,All Sources,31195217,18916,25988
2017,VA,Total Electric Power Industry,Coal,11583511,7812,9182
2017,VA,Total Electric Power Industry,Natural Gas,18720550,134,5210
2017,VA,Total Electric Power Industry,Other Biomass,0,80,7386
2017,VA,Total Electric Power Industry,Other,462633,201,1473
2017,VA,Total Electric Power Industry,Petroleum,428523,478,769
2017,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,10211,1968
2017,VT,Electric Utility,All Sources,9967,18,190
2017,VT,Electric Utility,Natural Gas,678,0,0
2017,VT,Electric Utility,Petroleum,9289,17,64
2017,VT,Electric Utility,Wood and Wood Derived Fuels,0,1,126
2017,VT,IPP NAICS-22 Non-Cogen,All Sources,0,34,280
2017,VT,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,144
2017,VT,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,34,136
2017,VT,Commercial Cogen,All Sources,5375,8,35
2017,VT,Commercial Cogen,Natural Gas,3754,0,9
2017,VT,Commercial Cogen,Petroleum,1621,5,3
2017,VT,Commercial Cogen,Wood and Wood Derived Fuels,0,3,23
2017,VT,Total Electric Power Industry,All Sources,15342,60,505
2017,VT,Total Electric Power Industry,Natural Gas,4432,0,9
2017,VT,Total Electric Power Industry,Other Biomass,0,0,144
2017,VT,Total Electric Power Industry,Petroleum,10910,22,67
2017,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,38,285
2017,WA,Electric Utility,All Sources,2715642,96,1534
2017,WA,Electric Utility,Natural Gas,2712079,25,914
2017,WA,Electric Utility,Other Biomass,0,1,111
2017,WA,Electric Utility,Petroleum,3563,4,17
2017,WA,Electric Utility,Wood and Wood Derived Fuels,0,66,492
2017,WA,IPP NAICS-22 Non-Cogen,All Sources,7266748,1557,6789
2017,WA,IPP NAICS-22 Non-Cogen,Coal,5627359,1547,5645
2017,WA,IPP NAICS-22 Non-Cogen,Natural Gas,1522415,5,111
2017,WA,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,693
2017,WA,IPP NAICS-22 Non-Cogen,Other,108288,3,312
2017,WA,IPP NAICS-22 Non-Cogen,Petroleum,8686,2,28
2017,WA,IPP NAICS-22 Cogen,All Sources,386640,3,1546
2017,WA,IPP NAICS-22 Cogen,Natural Gas,386640,2,1042
2017,WA,IPP NAICS-22 Cogen,Other Gases,0,1,504
2017,WA,Commercial Non-Cogen,All Sources,265,0,6
2017,WA,Commercial Non-Cogen,Natural Gas,178,0,4
2017,WA,Commercial Non-Cogen,Petroleum,87,0,2
2017,WA,Commercial Cogen,All Sources,89627,0,401
2017,WA,Commercial Cogen,Natural Gas,89539,0,196
2017,WA,Commercial Cogen,Other Biomass,0,0,203
2017,WA,Commercial Cogen,Petroleum,88,0,2
2017,WA,Industrial Cogen,All Sources,548790,9190,4109
2017,WA,Industrial Cogen,Coal,142026,348,286
2017,WA,Industrial Cogen,Natural Gas,361284,2,588
2017,WA,Industrial Cogen,Other Biomass,0,55,103
2017,WA,Industrial Cogen,Petroleum,45480,137,63
